Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg IFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
10771,0.00001642,NRIP3,mRNA,NW_005054416.1:99458-114163,-,-,1,0,-1,1.149,1.149,0.682698648,NA,no,0,1,0
8468,0.0000164,LOC115948399,lnc_RNA,NW_005054389.1:1086065-1108652,+,-,0,0,-3.321928095,0,0,0.813793795,NA,no,0,0,0
188,0.00001639,ADAMTS14,mRNA,NW_005054594.1:32628-61674,-,-,0,0,-3.321928095,0,0,0.960260522,NA,no,0,0,0
638,0.00001638,ARHGAP22,mRNA,NW_005054300.1:10002821-10060473,+,-,0,0,-3.321928095,0,0,0.886340115,NA,no,0,0,0
3519,0.00001638,FBLN2,mRNA,NW_005054509.1:946387-1028935,-,-,0,0,-3.321928095,0,0,0.893300456,NA,no,0,0,0
2963,0.00001634,EAF2,mRNA,NW_005054298.1:9702288-9712688,-,-,26,82,5.754887502,-1.634,1.634,NA,NA,no,2,1,0
5028,0.00001633,KBTBD12,mRNA,NW_005054317.1:8636755-8665483,+,-,0,1,-1,-1.633,1.633,0.453139885,NA,no,0,1,0
6657,0.00001632,LOC102039119,pseudogene,NW_005054303.1:8600621-8601907,-,-,1,0,-1,0.345,0.345,0.863381623,NA,no,0,0,0
13275,0.00001632,SLC24A1,mRNA,NW_005054366.1:1650201-1664406,+,-,1,0,-1,1.632,1.632,0.511136336,NA,no,0,1,0
15945,0.00001631,ZNF532,mRNA,NW_005054590.1:467490-498911,+,-,16,5,3.392317423,1.631,1.631,NA,NA,no,1,1,0
12283,0.0000163,RBFOX1,mRNA,NW_005054455.1:717183-1385143,-,-,1,0,-1,1.63,1.63,0.688798968,NA,no,0,1,0
14709,0.00001622,TNNI1,mRNA,NW_005054425.1:653938-661278,-,-,1,0,-1,1.622,1.622,0.348839794,NA,no,0,1,0
11147,0.00001621,PCDH8,mRNA,NW_005054322.1:1092114-1101779,+,-,1,1,0,0.72,0.72,0.640774187,NA,no,0,0,0
14385,0.00001621,THSD1,mRNA,NW_005054322.1:5819654-5850152,+,-,0,0,-3.321928095,0,0,0.856352081,NA,no,0,0,0
5052,0.0000162,KCNG2,mRNA,NW_005054325.1:743831-772613,-,-,0,1,-1,-1.62,1.62,0.507504809,NA,no,0,1,0
11117,0.0000162,PAWR,mRNA,NW_005054310.1:1844365-1908377,+,-,0,1,-1,-1.62,1.62,0.462209044,NA,no,0,1,0
4023,0.00001619,GKN2,mRNA,NW_005054647.1:5889-9186,-,-,1,0,-1,1.619,1.619,0.644823331,NA,no,0,1,0
2317,0.00001617,CUNH10orf71,mRNA,NW_005054300.1:9696373-9712572,-,-,0,1,-1,-1.617,1.617,0.674084221,NA,no,0,1,0
2470,0.00001617,CYYR1,mRNA,NW_005054397.1:676380-705877,-,-,0,0,-3.321928095,0,0,0.926958596,NA,no,0,0,0
12323,0.00001615,RBP5,mRNA,NW_005054320.1:8279346-8280896,-,-,0,1,-1,-1.615,1.615,0.424407197,NA,no,0,1,0
4470,0.00001612,HHATL,mRNA,NW_005054474.1:677757-695939,-,-,0,0,-3.321928095,0,0,0.858281916,NA,no,0,0,0
13335,0.0000161,SLC2A10,mRNA,NW_005054337.1:3752197-3757329,-,-,0,1,-1,-1.073,1.073,0.711497123,NA,no,0,1,0
8352,0.00001608,LOC115948250,lnc_RNA,NW_005054366.1:2882762-2884358,+,-,0,1,-1,-1.09,1.09,0.419928719,NA,no,0,1,0
7204,0.00001607,LOC102042707,mRNA,NW_005054589.1:140941-162378,-,-,0,0,-3.321928095,0,0,0.673210776,NA,no,0,0,0
530,0.00001602,ANTXRL,mRNA,NW_005054300.1:10358448-10414465,+,-,1,0,-1,1.602,1.602,0.635589537,NA,no,0,1,0
5364,0.00001601,LAYN,mRNA,NW_005054449.1:22694-30703,-,-,0,0,-3.321928095,0,0,0.886315297,NA,no,0,0,0
6687,0.00001593,LOC102039283,mRNA,NW_005055414.1:4562-9301,+,-,1,1,0,0.71,0.71,0.70060643,NA,no,0,0,0
6790,0.00001593,LOC102039893,mRNA,NW_005054489.1:550756-602102,+,-,1,0,-1,0.445,0.445,0.797025097,NA,no,0,0,0
6811,0.0000159,LOC102040002,mRNA,NW_005054466.1:1097141-1100332,-,-,0,1,-1,-0.751,0.751,0.734806337,NA,no,0,0,0
854,0.00001588,ATP2B2,mRNA,NW_005054580.1:46042-348103,-,-,1,0,-1,1.588,1.588,0.542984192,NA,no,0,1,0
5658,0.00001588,LOC102032599,mRNA,NW_005054320.1:2354830-2359443,-,-,0,1,-1,-1.588,1.588,0.504062379,NA,no,0,1,0
7040,0.00001586,LOC102041411,mRNA,NW_005054439.1:1792662-1847253,-,-,0,1,-1,-0.902,0.902,0.685514933,NA,no,0,0,0
9389,0.00001585,LOC115949537,lnc_RNA,NW_005054305.1:11927548-11931010,+,-,0,1,-1,-1.585,1.585,0.483958886,NA,no,0,1,0
10076,0.00001585,MPP4,mRNA,NW_005054298.1:24998749-25020886,+,-,1,0,-1,0.859,0.859,0.671802219,NA,no,0,0,0
5268,0.0000158,KLHL4,mRNA,NW_005054349.1:3549176-3588035,-,-,0,0,-3.321928095,0,0,0.850360676,NA,no,0,0,0
13789,0.00001579,SPSB4,mRNA,NW_005054496.1:1117565-1193902,+,-,0,1,-1,-1.579,1.579,0.306985115,NA,no,0,1,0
6018,0.00001578,LOC102034981,mRNA,NW_005054854.1:10294-31608,+,-,1,0,-1,0.796,0.796,0.820897967,NA,no,0,0,0
8967,0.00001576,LOC115949045,mRNA,NW_005054722.1:124229-137467,-,-,1,1,0,0.71,0.71,0.594645838,NA,no,0,0,0
9128,0.00001571,LOC115949251,snoRNA,NW_005055240.1:12452-12532,-,+,1,1,0,-0.503,0.503,0.817179305,NA,no,0,0,0
1592,0.00001568,CDH18,mRNA,NW_005054340.1:4031886-4256481,-,-,0,0,-3.321928095,0,0,0.964121089,NA,no,0,0,0
7318,0.00001568,LOC102043382,mRNA,NW_005054297.1:14375343-14397338,+,-,0,1,-1,-0.873,0.873,0.613303472,NA,no,0,0,0
10951,0.00001568,OPTC,mRNA,NW_005054729.1:123638-127760,-,-,0,0,-3.321928095,0,0,0.964121089,NA,no,0,0,0
4191,0.00001567,GPR19,mRNA,NW_005054326.1:2983309-2993633,-,-,0,1,-1,-1.184,1.184,0.435246903,NA,no,0,1,0
1335,0.00001565,CASKIN1,mRNA,NW_005054399.1:1836045-1862133,-,-,0,1,-1,-0.849,0.849,0.730056309,NA,no,0,0,0
2527,0.00001563,DCLK1,mRNA,NW_005054412.1:159041-383287,+,-,0,0,-3.321928095,0,0,0.879220519,NA,no,0,0,0
4275,0.00001562,GRM1,mRNA,NW_005054316.1:1520281-1702281,-,-,0,1,-1,-1.562,1.562,0.44777531,NA,no,0,1,0
10926,0.00001561,OLAH,mRNA,NW_005054307.1:9150871-9156126,+,-,0,1,-1,-1.011,1.011,0.621573352,NA,no,0,1,0
3365,0.00001557,FABP1,mRNA,NW_005054479.1:302081-305323,+,-,1,0,-1,0.967,0.967,0.586765887,NA,no,0,0,0
7591,0.00001552,LOC102045050,mRNA,NW_005054302.1:7005051-7012500,+,-,0,0,-3.321928095,0,0,0.823716907,NA,no,0,0,0
14941,0.00001549,TRNAG-GCC-8,tRNA,NW_005054392.1:802924-802994,+,-,0,0,-3.321928095,0,0,0.927191761,NA,no,0,0,0
8935,0.00001548,LOC115949002,snoRNA,NW_005054671.1:23708-23785,-,-,0,1,-1,-1.548,1.548,0.302618775,NA,no,0,1,0
5778,0.00001543,LOC102033383,mRNA,NW_005054344.1:5648729-5660985,+,-,1,0,-1,1.543,1.543,0.567189389,NA,no,0,1,0
3843,0.00001539,GABRR1,mRNA,NW_005054328.1:6731908-6743920,-,-,0,1,-1,-1.193,1.193,0.514908634,NA,no,0,1,0
8462,0.00001539,LOC115948391,snoRNA,NW_005054387.1:2627432-2627502,+,-,1,0,-1,1.539,1.539,0.44911454,NA,no,0,1,0
841,0.00001538,ATP12A,mRNA,NW_005054510.1:282483-303683,-,-,0,0,-3.321928095,0,0,0.708115719,NA,no,0,0,0
2726,0.00001538,DLL1,mRNA,NW_005054348.1:4840316-4849526,+,-,1,1,0,0.461,0.461,0.767933905,NA,no,0,0,0
6364,0.00001536,LOC102037229,mRNA,NW_005054441.1:371495-377364,-,-,0,1,-1,-1.297,1.297,0.527158915,NA,no,0,1,0
10990,0.00001534,OTOGL,mRNA,NW_005054310.1:1548237-1638284,-,-,1,0,-1,1.534,1.534,0.363039706,NA,no,0,1,0
12270,0.00001534,RASSF9,mRNA,NW_005054331.1:659413-685962,-,-,1,0,-1,1.534,1.534,0.489296136,NA,no,0,1,0
1735,0.00001532,CFAP43,mRNA,NW_005054300.1:3849277-3891692,+,-,0,1,-1,-0.602,0.602,0.676366537,NA,no,0,0,0
5795,0.0000153,LOC102033475,mRNA,NW_005054298.1:12510978-12530521,-,-,1,0,-1,0.887,0.887,0.457590312,NA,no,0,0,0
1859,0.00001527,CIB2,mRNA,NW_005054313.1:8632698-8661029,-,-,1,0,-1,1.527,1.527,0.279135332,NA,no,0,1,0
6013,0.00001524,LOC102034960,mRNA,NW_005054381.1:12268-30194,-,-,0,1,-1,-1.331,1.331,0.538692232,NA,no,0,1,0
12400,0.00001522,RFLNA,mRNA,NW_005054362.1:1965337-1972473,-,-,0,0,-3.321928095,0,0,0.901856817,NA,no,0,0,0
5997,0.0000152,LOC102034816,mRNA,NW_005054684.1:83057-107964,+,-,0,0,-3.321928095,0,0,0.742611879,NA,no,0,0,0
9487,0.0000152,LRRC39,mRNA,NW_005054336.1:5184512-5193906,-,-,1,0,-1,0.666,0.666,0.73874778,NA,no,0,0,0
8302,0.00001513,LOC115948184,snoRNA,NW_005054356.1:4350368-4350458,-,-,1,0,-1,0.727,0.727,0.695249992,NA,no,0,0,0
3207,0.00001511,EPHA3,mRNA,NW_005054338.1:562904-748633,+,-,1,1,0,-0.161,0.161,0.946620711,NA,no,0,0,0
2830,0.0000151,DOK7,mRNA,NW_005054372.1:1449050-1504273,+,-,1,1,0,0.325,0.325,0.849312357,NA,no,0,0,0
8308,0.00001506,LOC115948191,snoRNA,NW_005054357.1:3423647-3423713,+,-,1,1,0,-0.154,0.154,0.902870608,NA,no,0,0,0
8939,0.000015,LOC115949009,pseudogene,NW_005054678.1:85432-93879,-,-,0,1,-1,-1.5,1.5,0.454728648,NA,no,0,1,0
11006,0.000015,OVOL2,mRNA,NW_005054405.1:371236-378578,-,-,1,1,0,-0.637,0.637,0.700565944,NA,no,0,0,0
5612,0.00001499,LOC102032287,mRNA,NW_005054387.1:1052464-1068961,+,-,0,1,-1,-1.251,1.251,0.584433344,NA,no,0,1,0
8595,0.00001497,LOC115948553,snoRNA,NW_005054428.1:1167829-1167913,-,-,0,0,-3.321928095,0,0,0.844819385,NA,no,0,0,0
13239,0.00001497,SLC16A14,mRNA,NW_005054371.1:2545512-2553878,-,-,0,1,-1,-0.701,0.701,0.757951981,NA,no,0,0,0
3456,0.00001489,FAM228B,mRNA,NW_005054306.1:1176604-1185924,+,-,0,0,-3.321928095,0,0,0.577750181,NA,no,0,0,0
5026,0.00001488,KAZN,mRNA,NW_005054446.1:680787-694528,-,-,0,1,-1,-1.412,1.412,0.519014803,NA,no,0,1,0
12472,0.00001487,RIBC2,mRNA,NW_005054326.1:1654482-1664683,+,-,0,0,-3.321928095,0,0,0.873156577,NA,no,0,0,0
15350,0.00001477,UNC79,mRNA,NW_005054303.1:1322574-1429548,+,-,1,0,-1,0.983,0.983,0.801035326,NA,no,0,0,0
9760,0.00001475,MC5R,mRNA,NW_005054350.1:3078409-3082901,-,-,0,1,-1,-1.226,1.226,0.517313145,NA,no,0,1,0
11067,0.00001471,PALMD,mRNA,NW_005054336.1:4948336-4992043,+,-,0,1,-1,-0.685,0.685,0.59383126,NA,no,0,0,0
1653,0.00001467,CELF4,mRNA,NW_005054378.1:712123-1408425,-,-,1,0,-1,1.467,1.467,0.697847764,NA,no,0,1,0
2951,0.00001467,DYTN,mRNA,NW_005054298.1:24086457-24104659,-,-,0,1,-1,-1.379,1.379,0.464166959,NA,no,0,1,0
2949,0.00001465,DYRK4,mRNA,NW_005054414.1:1518696-1536009,+,-,0,0,-3.321928095,0,0,0.822885217,NA,no,0,0,0
4550,0.00001463,HOMER2,mRNA,NW_005054313.1:2806689-2891283,+,-,1,0,-1,0.848,0.848,0.670920609,NA,no,0,0,0
6613,0.00001462,LOC102038810,mRNA,NW_005054507.1:295712-315613,+,-,0,1,-1,-1.303,1.303,0.487620462,NA,no,0,1,0
10351,0.0000146,MYRF,mRNA,NW_005054416.1:2223802-2266601,-,-,0,1,-1,-0.738,0.738,0.663701054,NA,no,0,0,0
8769,0.00001459,LOC115948771,lnc_RNA,NW_005054514.1:92107-92697,+,-,0,0,-3.321928095,0,0,0.921606116,NA,no,0,0,0
8469,0.00001457,LOC115948400,lnc_RNA,NW_005054390.1:904826-918662,-,-,0,1,-1,-1.209,1.209,0.551359885,NA,no,0,1,0
10947,0.00001455,OPRD1,mRNA,NW_005054436.1:2874-10148,-,-,0,0,-3.321928095,0,0,0.733443566,NA,no,0,0,0
7339,0.00001453,LOC102043546,mRNA,NW_005054499.1:216-4833,-,-,1,0,-1,1.453,1.453,0.503332174,NA,no,0,1,0
13922,0.00001451,STC2,mRNA,NW_005054308.1:10206585-10217773,+,-,1,0,-1,1.247,1.247,0.726041457,NA,no,0,1,0
12885,0.0000145,SCGN,mRNA,NW_005054311.1:8151764-8183635,-,-,1,0,-1,1.45,1.45,0.510976649,NA,no,0,1,0
12800,0.00001449,RYR2,mRNA,NW_005054348.1:991896-1276556,-,-,1,1,0,1.275,1.275,NA,NA,no,0,1,0
520,0.00001445,ANO6,mRNA,NW_005054310.1:10562099-10677210,-,-,0,1,-1,-1.077,1.077,0.595969396,NA,no,0,1,0
5821,0.00001443,LOC102033645,mRNA,NW_005054762.1:92247-94554,-,-,1,0,-1,1.443,1.443,0.598197374,NA,no,0,1,0
14116,0.00001442,TACSTD2,mRNA,NW_005054345.1:3639606-3640535,-,-,1,0,-1,0.485,0.485,0.780325541,NA,no,0,0,0
7404,0.00001441,LOC102043999,mRNA,NW_005057340.1:90-1681,-,-,0,0,-3.321928095,0,0,0.831838609,NA,no,0,0,0
8923,0.00001439,LOC115948988,lnc_RNA,NW_005054662.1:4834-6172,+,-,0,1,-1,-1.439,1.439,0.290380325,NA,no,0,1,0
1903,0.00001435,CLDN25,mRNA,NW_005054447.1:1449794-1450468,-,-,0,0,-3.321928095,0,0,0.967449519,NA,no,0,0,0
9851,0.00001435,MEIOC,mRNA,NW_005054518.1:304240-321631,+,-,1,0,-1,0.27,0.27,0.871912162,NA,no,0,0,0
14968,0.00001435,TRNAK-UUU-2,tRNA,NW_005054343.1:3762764-3762836,-,-,1,0,-1,1.435,1.435,0.317080901,NA,no,0,1,0
5880,0.00001433,LOC102034084,mRNA,NW_005054739.1:11616-37533,-,-,1,0,-1,1.433,1.433,0.6086688,NA,no,0,1,0
6163,0.00001433,LOC102036002,mRNA,NW_005054860.1:15682-53772,-,-,0,1,-1,-1.272,1.272,0.458833852,NA,no,0,1,0
2994,0.00001432,EDIL3,mRNA,NW_005054431.1:234833-476324,+,-,1,0,-1,1.432,1.432,0.731640709,NA,no,0,1,0
12486,0.00001432,RIMS3,mRNA,NW_005054478.1:1119608-1125284,-,-,1,0,-1,1.432,1.432,0.731640709,NA,no,0,1,0
15268,0.00001428,UBE2QL1,mRNA,NW_005054461.1:1375283-1392603,-,-,0,0,-3.321928095,0,0,0.921806992,NA,no,0,0,0
14613,0.00001427,TMEM45A,mRNA,NW_005054391.1:342748-366216,+,-,1,0,-1,1.427,1.427,0.666067736,NA,no,0,1,0
459,0.00001423,ANGPTL7,mRNA,NW_005054446.1:1674040-1680875,-,-,0,0,-3.321928095,0,0,0.892450296,NA,no,0,0,0
12725,0.00001422,RRH,mRNA,NW_005054304.1:13164592-13174965,-,-,0,0,-3.321928095,0,0,0.91233965,NA,no,0,0,0
3242,0.00001421,EREG,mRNA,NW_005054536.1:116171-123993,+,-,0,0,-3.321928095,0,0,0.691666714,NA,no,0,0,0
7467,0.00001419,LOC102044383,mRNA,NW_005054308.1:5524287-5530440,-,-,0,1,-1,-1.419,1.419,0.305317925,NA,no,0,1,0
8687,0.00001417,LOC115948663,lnc_RNA,NW_005054466.1:1091660-1092964,-,-,1,0,-1,1.417,1.417,0.446323137,NA,no,0,1,0
12381,0.00001413,RET,mRNA,NW_005054300.1:16497359-16570433,+,-,0,0,-3.321928095,0,0,0.612564949,NA,no,0,0,0
9186,0.0000141,LOC115949318,mRNA,NW_005055730.1:3622-6523,+,-,0,1,-1,-1.41,1.41,0.388741106,NA,no,0,1,0
7342,0.00001405,LOC102043574,mRNA,NW_005054337.1:3458181-3469506,-,-,0,0,-3.321928095,0,0,0.92587941,NA,no,0,0,0
12322,0.00001402,RBP4,mRNA,NW_005054300.1:8102252-8107814,-,-,0,1,-1,-1.402,1.402,0.417415357,NA,no,0,1,0
11266,0.00001401,PDZRN3,mRNA,NW_005054317.1:831317-861674,+,-,0,0,-3.321928095,0,0,0.882311035,NA,no,0,0,0
3707,0.00001396,FNDC5,mRNA,NW_005054436.1:1630364-1636028,+,-,0,0,-3.321928095,0,0,0.994210962,NA,no,0,0,0
6916,0.00001396,LOC102040616,mRNA,NW_005054349.1:4724942-4749669,-,-,0,1,-1,-1.396,1.396,0.532863236,NA,no,0,1,0
1139,0.00001395,BRINP2,mRNA,NW_005054560.1:121817-135006,-,-,1,0,-1,1.395,1.395,0.584593195,NA,no,0,1,0
9360,0.00001394,LOC115949503,lnc_RNA,NW_005054303.1:9634200-9635033,+,-,1,0,-1,1.394,1.394,0.530059621,NA,no,0,1,0
72,0.00001391,ABI3BP,mRNA,NW_005054391.1:422066-558328,-,-,0,0,-3.321928095,0,0,0.81798934,NA,no,0,0,0
4744,0.00001388,IGSF21,mRNA,NW_005054475.1:1063868-1137997,+,-,1,0,-1,0.554,0.554,0.820100419,NA,no,0,0,0
8692,0.00001386,LOC115948668,lnc_RNA,NW_005054467.1:428393-429825,+,-,0,0,-3.321928095,0,0,0.675517772,NA,no,0,0,0
6379,0.00001382,LOC102037303,mRNA,NW_005054299.1:11644626-11665715,+,-,1,0,-1,0.33,0.33,0.815590236,NA,no,0,0,0
7478,0.00001382,LOC102044429,mRNA,NW_005054571.1:103037-122625,-,-,0,0,-3.321928095,0,0,0.931299796,NA,no,0,0,0
10696,0.0000138,NOVA1,mRNA,NW_005054301.1:11594579-11731339,+,-,1,1,0,-0.612,0.612,0.757117093,NA,no,0,0,0
1741,0.00001378,CFAP57,mRNA,NW_005054347.1:1558902-1580616,+,-,0,1,-1,-1.378,1.378,0.343561441,NA,no,0,1,0
4534,0.00001377,HNF4A,mRNA,NW_005054337.1:3940019-3958573,+,-,1,0,-1,1.377,1.377,0.45585829,NA,no,0,1,0
13452,0.00001377,SLC6A1,mRNA,NW_005054711.1:58816-80642,-,-,1,0,-1,1.377,1.377,0.60836262,NA,no,0,1,0
6874,0.00001376,LOC102040370,mRNA,NW_005054316.1:2859144-2884587,+,-,0,1,-1,-1.127,1.127,0.704636474,NA,no,0,1,0
1242,0.00001375,CACNA1S,mRNA,NW_005054425.1:1633585-1694693,-,-,0,0,-3.321928095,0,0,0.955464115,NA,no,0,0,0
13215,0.00001372,SLC10A1,mRNA,NW_005054301.1:16991304-16996089,-,-,1,0,-1,1.372,1.372,0.653968162,NA,no,0,1,0
325,0.00001371,AICDA,mRNA,NW_005054444.1:1198547-1200566,+,-,0,1,-1,-1.371,1.371,0.53396667,NA,no,0,1,0
5326,0.00001369,LAMA4,mRNA,NW_005054306.1:4609336-4708113,-,-,1,0,-1,1.369,1.369,0.564258817,NA,no,0,1,0
8519,0.00001366,LOC115948462,lnc_RNA,NW_005054403.1:1161755-1168175,+,-,1,1,0,-0.346,0.346,0.78472947,NA,no,0,0,0
1266,0.00001363,CALB2,mRNA,NW_005054343.1:3248601-3254583,+,-,0,0,-3.321928095,0,0,0.826683449,NA,no,0,0,0
5325,0.00001363,LAMA3,mRNA,NW_005054305.1:2649364-2750347,+,-,0,0,-3.321928095,0,0,0.938245923,NA,no,0,0,0
14332,0.00001363,TFAP2E,mRNA,NW_005054478.1:381050-388579,-,-,0,1,-1,-1.363,1.363,0.620071434,NA,no,0,1,0
2930,0.00001361,DUSP8,mRNA,NW_005054312.1:10474738-10514662,-,-,0,1,-1,-1.361,1.361,0.401226996,NA,no,0,1,0
7556,0.00001361,LOC102044898,transcript,NW_005054327.1:4127559-4128555,+,-,0,1,-1,-1.361,1.361,0.321724061,NA,no,0,1,0
8306,0.00001356,LOC115948189,snoRNA,NW_005054357.1:3424606-3424690,+,-,0,0,-3.321928095,0,0,0.621821199,NA,no,0,0,0
10054,0.00001353,MOS,mRNA,NW_005054305.1:10721975-10723103,-,-,1,0,-1,0.517,0.517,0.728377133,NA,no,0,0,0
5972,0.00001351,LOC102034603,mRNA,NW_005055078.1:125-17514,+,-,0,1,-1,-1.351,1.351,0.497697242,NA,no,0,1,0
10649,0.00001351,NME8,mRNA,NW_005054497.1:18071-34824,-,-,1,0,-1,1.351,1.351,0.433485139,NA,no,0,1,0
5355,0.00001345,LARP6,mRNA,NW_005054313.1:7753454-7763010,+,-,0,0,-3.321928095,0,0,0.810995847,NA,no,0,0,0
4577,0.00001339,HOXD9,mRNA,NW_005054298.1:20173481-20176085,+,-,0,1,-1,-1.076,1.076,0.676986518,NA,no,0,1,0
3633,0.00001336,FGFR2,mRNA,NW_005054369.1:152620-227760,-,-,0,1,-1,-1.336,1.336,0.449552338,NA,no,0,1,0
1597,0.00001333,CDH5,mRNA,NW_005054445.1:1224643-1253522,+,-,1,1,0,0.291,0.291,0.866222257,NA,no,0,0,0
10328,0.00001333,MYO3A,mRNA,NW_005054360.1:958768-1075089,+,-,1,1,0,-0.524,0.524,0.695625386,NA,no,0,0,0
13889,0.00001333,ST8SIA2,mRNA,NW_005054400.1:2077741-2096450,-,-,1,0,-1,0.639,0.639,0.71524962,NA,no,0,0,0
2058,0.0000133,COL4A6,mRNA,NW_005054314.1:3670344-3755608,-,-,1,0,-1,1.33,1.33,0.398618526,NA,no,0,1,0
8898,0.00001329,LOC115948935,lnc_RNA,NW_005054636.1:57400-79706,+,-,0,0,-3.321928095,0,0,0.488964387,NA,no,0,0,0
4431,0.00001328,HECW1,mRNA,NW_005054393.1:2089090-2325267,+,-,1,1,0,-0.226,0.226,0.877919731,NA,no,0,0,0
7123,0.00001327,LOC102042068,mRNA,NW_005054334.1:5400679-5404263,+,-,1,0,-1,1.327,1.327,0.469522848,NA,no,0,1,0
6892,0.00001323,LOC102040509,mRNA,NW_005054424.1:942574-1049347,+,-,1,1,0,-0.924,0.924,0.529668898,NA,no,0,0,0
50,0.0000132,ABCG1,mRNA,NW_005054438.1:1275884-1330229,-,-,1,0,-1,1.32,1.32,0.50914908,NA,no,0,1,0
9299,0.00001318,LOC115949435,lnc_RNA,NW_005060559.1:118-540,+,-,1,0,-1,1.114,1.114,0.607709583,NA,no,0,1,0
4013,0.00001313,GJB1,mRNA,NW_005054314.1:7778080-7780944,+,-,0,1,-1,-0.155,0.155,0.916428788,NA,no,0,0,0
14596,0.00001312,TMEM269,mRNA,NW_005054475.1:206691-212935,-,-,0,1,-1,-0.484,0.484,0.753388158,NA,no,0,0,0
3526,0.00001307,FBXL12,mRNA,NW_005054380.1:2539300-2541937,+,-,1,0,-1,0.308,0.308,0.838377839,NA,no,0,0,0
2396,0.00001305,CUNH2orf72,mRNA,NW_005054309.1:2663611-2669482,+,-,1,1,0,-0.628,0.628,0.681586609,NA,no,0,0,0
8186,0.00001296,LOC115948024,lnc_RNA,NW_005054341.1:13710-48126,-,-,1,0,-1,1.296,1.296,0.487175121,NA,no,0,1,0
2953,0.00001295,DZIP1,mRNA,NW_005054363.1:1041286-1077636,-,-,1,1,0,0.501,0.501,0.716982458,NA,no,0,0,0
945,0.00001294,B3GNT7,mRNA,NW_005054309.1:2819757-2823192,+,-,0,0,-3.321928095,0,0,0.837950262,NA,no,0,0,0
7017,0.00001294,LOC102041236,mRNA,NW_005054408.1:2266699-2269884,+,-,1,0,-1,0.97,0.97,0.535518525,NA,no,0,0,0
5774,0.00001293,LOC102033365,mRNA,NW_005054300.1:9649716-9654377,+,-,0,0,-3.321928095,0,0,0.827492951,NA,no,0,0,0
7325,0.00001287,LOC102043439,mRNA,NW_005054710.1:36660-46124,-,-,0,1,-1,-1.039,1.039,0.741314727,NA,no,0,1,0
6955,0.00001285,LOC102040841,mRNA,NW_005054367.1:1530457-1536321,+,-,1,0,-1,0.315,0.315,0.856174704,NA,no,0,0,0
14678,0.00001284,TNFAIP6,mRNA,NW_005054585.1:564172-582834,-,-,1,0,-1,1.016,1.016,0.594192105,NA,no,0,1,0
5565,0.00001283,LOC102031898,mRNA,NW_005054384.1:6262-395405,+,-,1,0,-1,1.283,1.283,0.432051239,NA,no,0,1,0
11830,0.00001274,PREX2,mRNA,NW_005054346.1:2078164-2188348,-,-,1,0,-1,1.029,1.029,0.640584385,NA,no,0,1,0
14500,0.00001273,TMEM121,mRNA,NW_005054421.1:525215-527331,-,-,0,0,-3.321928095,0,0,0.523075654,NA,no,0,0,0
3892,0.00001272,GAS6,mRNA,NW_005054315.1:3994695-4033964,-,-,1,0,-1,1.069,1.069,0.596557972,NA,no,0,1,0
14657,0.00001271,TMPRSS13,mRNA,NW_005054447.1:613988-620050,+,-,1,1,0,0.216,0.216,0.922207646,NA,no,0,0,0
13923,0.0000127,STEAP1,mRNA,NW_005054307.1:8120506-8126327,-,-,0,1,-1,-1.27,1.27,0.52427468,NA,no,0,1,0
13609,0.00001269,SNCG,mRNA,NW_005054300.1:18627316-18643395,-,-,0,0,-3.321928095,0,0,0.886282602,NA,no,0,0,0
6204,0.00001265,LOC102036222,mRNA,NW_005054619.1:31541-33819,-,-,0,0,-3.321928095,0,0,0.943568728,NA,no,0,0,0
109,0.00001263,ACE2,mRNA,NW_005054403.1:2126419-2151148,+,-,0,1,-1,-0.696,0.696,0.695245114,NA,no,0,0,0
14218,0.00001261,TBX3,mRNA,NW_005054330.1:5060269-5072618,+,-,1,0,-1,0.768,0.768,0.732360725,NA,no,0,0,0
1059,0.00001257,BICDL1,mRNA,NW_005054330.1:5942996-6005926,+,-,1,0,-1,1.004,1.004,0.534305894,NA,no,0,1,0
8143,0.00001253,LOC115947970,snoRNA,NW_005054334.1:3675994-3676086,-,-,1,0,-1,0.637,0.637,0.754109258,NA,no,0,0,0
9878,0.00001253,METTL24,mRNA,NW_005054306.1:3755674-3786123,-,-,0,0,-3.321928095,0,0,0.850090767,NA,no,0,0,0
14763,0.00001251,TPGS2,mRNA,NW_005054378.1:475583-492439,-,-,60,101,6.330916878,-0.757,0.757,NA,NA,no,2,0,0
9894,0.00001246,MFAP5,mRNA,NW_005054444.1:1173928-1184898,+,-,0,1,-1,-1.246,1.246,0.635992029,NA,no,0,1,0
14077,0.00001241,SYNPO,mRNA,NW_005054308.1:6115473-6137035,+,-,0,0,-3.321928095,0,0,0.71052727,NA,no,0,0,0
14293,0.00001241,TENM2,mRNA,NW_005054386.1:1869749-2483162,-,-,1,0,-1,1.241,1.241,0.69406322,NA,no,0,1,0
8834,0.00001227,LOC115948852,guide_RNA,NW_005054560.1:431040-431185,+,-,0,0,-3.321928095,0,0,0.954302427,NA,no,0,0,0
13006,0.00001227,SEPTIN10,mRNA,NW_005054315.1:4368875-4391256,+,-,0,0,-3.321928095,0,0,0.95864896,NA,no,0,0,0
