GeneID,locus,avg mIFOR,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
SDR39U1,NW_005054559.1:106172-111708,124,126,7.0,0.0,0.0,0.95,1.00,no,2,0,0
DDI2,NW_005054475.1:553184-563467,2275,2981,11.4,-0.4,0.4,0.01,0.40,no,2,0,0
INTS2,NW_005054368.1:2359220-2373685,882,800,9.7,0.1,0.1,0.49,0.96,no,2,0,0
KLHDC10,NW_005054430.1:1381683-1392565,595,780,9.4,-0.4,0.4,0.04,0.55,no,2,0,0
LOC115948278,NW_005054370.1:3544752-3546886,53,56,5.8,-0.1,0.1,0.82,0.99,no,2,0,0
MRPS7,NW_005054370.1:2771943-2775189,1383,1664,10.6,-0.3,0.3,0.28,0.89,no,2,0,0
SLA,NW_005054394.1:760015-782988,1133,1253,10.2,-0.1,0.1,0.49,0.96,no,2,0,0
ST8SIA4,NW_005054468.1:1251120-1300544,130,105,6.9,0.3,0.3,0.26,0.89,no,2,0,0
UBE3D,NW_005054328.1:4431661-4509655,412,331,8.5,0.3,0.3,0.09,0.71,no,2,0,0
DYNC1LI2,NW_005054445.1:1432361-1458215,844,820,9.7,0.0,0.0,0.82,0.99,no,2,0,0
INPPL1,NW_005054571.1:386539-395906,206,198,7.7,0.1,0.1,0.87,1.00,no,2,0,0
INTS1,NW_005054319.1:2243235-2271319,7685,8599,13.0,-0.2,0.2,0.23,0.86,no,2,0,0
LOC102038420,NW_005054441.1:748224-751394,1349,1528,10.5,-0.2,0.2,0.53,0.97,no,2,0,0
MRPS23,NW_005054368.1:1043396-1050474,5042,5291,12.3,-0.1,0.1,0.77,0.99,no,2,0,0
PPP4R3A,NW_005054303.1:484751-525741,7950,8884,13.0,-0.2,0.2,0.32,0.91,no,2,0,0
RTF1,NW_005054312.1:1436536-1462435,3710,4110,11.9,-0.1,0.1,0.31,0.91,no,2,0,0
SBNO2,NW_005054491.1:732628-781063,2165,1939,11.0,0.2,0.2,0.34,0.92,no,2,0,0
TMEM70,NW_005054682.1:165796-170848,1673,1591,10.7,0.1,0.1,0.81,0.99,no,2,0,0
UBXN6,NW_005054549.1:48174-53251,1708,1770,10.8,-0.1,0.1,0.75,0.99,no,2,0,0
BAP1,NW_005054339.1:2966360-2977598,3064,2820,11.5,0.1,0.1,0.59,0.98,no,2,0,0
COPG2,NW_005054430.1:1461180-1484123,836,1093,9.9,-0.4,0.4,0.04,0.59,no,2,0,0
FRYL,NW_005054297.1:12557317-12708334,8262,10000,13.2,-0.3,0.3,0.26,0.88,no,2,0,0
KAT7,NW_005054697.1:103239-116968,2891,3549,11.7,-0.3,0.3,0.06,0.64,no,2,0,0
LOC102031732,NW_005054399.1:2291424-2293092,1993,2546,11.1,-0.4,0.4,0.23,0.86,no,2,0,0
LOC115947687,NW_005054309.1:10770930-10794446,294,322,8.3,-0.1,0.1,0.54,0.97,no,2,0,0
PRKCH,NW_005054303.1:10838352-10952340,201,157,7.5,0.4,0.4,0.20,0.84,no,2,0,0
SUPT7L,NW_005054299.1:10277197-10294590,1712,1547,10.7,0.1,0.1,0.45,0.95,no,2,0,0
CBX3,NW_005054333.1:3884348-3896646,6007,5874,12.5,0.0,0.0,0.85,0.99,no,2,0,0
CNOT10,NW_005054351.1:4579651-4610265,2378,2639,11.3,-0.2,0.2,0.33,0.91,no,2,0,0
CTLA4,NW_005054298.1:23040867-23044288,51,47,5.6,0.1,0.1,0.79,0.99,no,2,0,0
LOC115948749,NW_005054504.1:987775-996504,180,194,7.5,-0.1,0.1,0.73,0.98,no,2,0,0
MDM4,NW_005054681.1:46975-63715,2071,2095,11.0,0.0,0.0,0.92,1.00,no,2,0,0
NDUFS7,NW_005054491.1:987274-992032,3450,4091,11.9,-0.2,0.2,0.25,0.87,no,2,0,0
PITHD1,NW_005054436.1:1225364-1229781,1878,2454,11.1,-0.4,0.4,0.20,0.84,no,2,0,0
RBM38,NW_005054356.1:2089643-2101339,7475,7123,12.8,0.1,0.1,0.79,0.99,no,2,0,0
AAMP,NW_005054298.1:13703583-13708199,3966,4668,12.1,-0.2,0.2,0.23,0.86,no,2,0,0
ATP6V1G1,NW_005054358.1:2724280-2726008,16001,18731,14.1,-0.2,0.2,0.40,0.94,no,2,0,0
CCDC14,NW_005054298.1:8563276-8572345,48,59,5.7,-0.3,0.3,0.43,0.95,no,2,0,0
EP400,NW_005054330.1:1291808-1331391,1344,1372,10.4,0.0,0.0,0.91,1.00,no,2,0,0
HMGXB3,NW_005054308.1:5868551-5887308,491,537,9.0,-0.1,0.1,0.50,0.96,no,2,0,0
MRPL44,NW_005054371.1:1804545-1807945,3130,3664,11.7,-0.2,0.2,0.30,0.90,no,2,0,0
NDUFA1,NW_005054314.1:1371309-1371997,272,298,8.2,-0.1,0.1,0.70,0.98,no,2,0,0
PRPF38A,NW_005054345.1:1491966-1495398,855,901,9.8,-0.1,0.1,0.65,0.98,no,2,0,0
PSMD1,NW_005054309.1:2668149-2735137,6536,7897,12.8,-0.3,0.3,0.09,0.71,no,2,0,0
PTGES2,NW_005054329.1:5665353-5669976,83,82,6.4,0.0,0.0,0.96,1.00,no,2,0,0
RNF141,NW_005054416.1:767795-780221,2329,2067,11.1,0.2,0.2,0.42,0.95,no,2,0,0
RPL7L1,NW_005054435.1:362210-366254,801,815,9.7,0.0,0.0,0.90,1.00,no,2,0,0
SPOPL,NW_005054298.1:4001589-4019802,269,258,8.0,0.1,0.1,0.76,0.99,no,2,0,0
TSPAN3,NW_005054313.1:9370742-9388757,2832,2786,11.5,0.0,0.0,0.90,1.00,no,2,0,0
WASF2,NW_005054436.1:264988-276431,536,519,9.0,0.0,0.0,0.81,0.99,no,2,0,0
ATP6V1E1,NW_005054384.1:598857-606095,1697,2215,10.9,-0.4,0.4,0.04,0.58,no,2,0,0
CRIPT,NW_005054299.1:9167676-9174047,9071,8552,13.1,0.1,0.1,0.66,0.98,no,2,0,0
DMXL2,NW_005054313.1:4646804-4686264,384,294,8.4,0.4,0.4,0.14,0.79,no,2,0,0
DYM,NW_005054365.1:3170395-3369342,4375,5488,12.3,-0.3,0.3,0.04,0.59,no,2,0,0
KIN,NW_005054564.1:604686-614968,358,346,8.5,0.1,0.1,0.78,0.99,no,2,0,0
LOC106631868,NW_005054345.1:1189942-1208793,50,39,5.5,0.3,0.3,0.31,0.91,no,2,0,0
LOC106632129,NW_005054922.1:9585-32704,501,653,9.2,-0.4,0.4,0.07,0.65,no,2,0,0
LOC115949520,NW_005054304.1:15525622-15530910,169,167,7.4,0.0,0.0,0.97,1.00,no,2,0,0
NOP2,NW_005054320.1:7838902-7843355,207,207,7.7,0.0,0.0,0.97,1.00,no,2,0,0
SPATA2,NW_005054356.1:4119074-4124633,1839,1920,10.9,-0.1,0.1,0.72,0.98,no,2,0,0
ARIH2,NW_005054317.1:6334552-6364157,4106,4120,12.0,0.0,0.0,0.98,1.00,no,2,0,0
EMC6,NW_005054368.1:3317986-3318548,91,85,6.5,0.1,0.1,0.63,0.98,no,2,0,0
FCF1,NW_005054301.1:6255506-6260429,538,522,9.0,0.0,0.0,0.85,1.00,no,2,0,0
GCN1,NW_005054330.1:6029719-6066471,2716,2700,11.4,0.0,0.0,0.96,1.00,no,2,0,0
IARS1,NW_005054580.1:465735-559093,450,495,8.9,-0.1,0.1,0.40,0.94,no,2,0,0
LOC115949365,NW_005056606.1:324-933,264,295,8.1,-0.2,0.2,0.49,0.96,no,2,0,0
MRPL57,NW_005054302.1:3303604-3305131,2712,3102,11.5,-0.2,0.2,0.41,0.94,no,2,0,0
UCHL5,NW_005054357.1:3301805-3319080,276,290,8.1,-0.1,0.1,0.70,0.98,no,2,0,0
YIPF6,NW_005054456.1:734470-739933,4001,3931,12.0,0.0,0.0,0.89,1.00,no,2,0,0
ZNF106,NW_005054312.1:268405-296781,473,480,8.9,0.0,0.0,0.91,1.00,no,2,0,0
CLASP1,NW_005054298.1:9823868-9982212,619,754,9.4,-0.3,0.3,0.34,0.92,no,2,0,0
CWF19L1,NW_005054615.1:403336-413952,723,761,9.5,-0.1,0.1,0.72,0.98,no,2,0,0
LOC102037921,NW_005055116.1:14171-21697,1101,1140,10.1,0.0,0.0,0.82,0.99,no,2,0,0
NPEPPS,NW_005054648.1:232385-255292,5718,6828,12.6,-0.3,0.3,0.23,0.86,no,2,0,0
OSBPL8,NW_005054310.1:3267871-3333489,907,696,9.6,0.4,0.4,0.08,0.68,no,2,0,0
RPL30,NW_005054353.1:432511-435296,9200,9283,13.2,0.0,0.0,0.97,1.00,no,2,0,0
TMX4,NW_005054341.1:1325378-1339082,4235,4728,12.1,-0.2,0.2,0.16,0.81,no,2,0,0
DDOST,NW_005054475.1:543193-547421,1199,1172,10.2,0.0,0.0,0.84,0.99,no,2,0,0
KHDC4,NW_005054582.1:448740-465471,5660,5667,12.5,0.0,0.0,0.99,1.00,no,2,0,0
LOC115949096,NW_005054765.1:2662-4389,17,15,4.0,0.1,0.1,0.81,0.99,no,2,0,0
MIEF1,NW_005054334.1:3768201-3777791,15302,17450,14.0,-0.2,0.2,0.27,0.89,no,2,0,0
OXA1L,NW_005055245.1:1172-12998,998,1146,10.1,-0.2,0.2,0.35,0.92,no,2,0,0
RAD51D,NW_005054387.1:1167319-1175066,90,85,6.5,0.1,0.1,0.84,0.99,no,2,0,0
SENP5,NW_005054309.1:3884684-3899234,536,455,9.0,0.2,0.2,0.15,0.80,no,2,0,0
SNRNP200,NW_005054684.1:153054-195832,3321,3965,11.8,-0.3,0.3,0.15,0.79,no,2,0,0
TBC1D9B,NW_005054308.1:5660239-5688262,1954,2170,11.0,-0.2,0.2,0.24,0.87,no,2,0,0
THRAP3,NW_005054478.1:96133-118357,2726,2513,11.4,0.1,0.1,0.49,0.96,no,2,0,0
TRAF6,NW_005054312.1:7089480-7109677,412,415,8.7,0.0,0.0,0.97,1.00,no,2,0,0
CDKN2AIP,NW_005054297.1:19032114-19036947,885,797,9.7,0.2,0.2,0.35,0.92,no,2,0,0
EFCAB1,NW_005054307.1:7060528-7065645,380,316,8.4,0.3,0.3,0.38,0.94,no,2,0,0
GATD3A,NW_005054438.1:182146-190060,4866,5459,12.3,-0.2,0.2,0.53,0.97,no,2,0,0
GRPEL1,NW_005054372.1:3453480-3458938,1631,1845,10.8,-0.2,0.2,0.26,0.88,no,2,0,0
LOC102034968,NW_005054460.1:37925-46618,1442,1706,10.6,-0.2,0.2,0.30,0.90,no,2,0,0
MOB3C,NW_005054347.1:4171621-4193478,108,106,6.7,0.0,0.0,0.95,1.00,no,2,0,0
PFDN4,NW_005054356.1:2733495-2735416,224,234,7.8,-0.1,0.1,0.81,0.99,no,2,0,0
PSMB6,NW_005055180.1:1110-2534,3134,3916,11.8,-0.3,0.3,0.26,0.88,no,2,0,0
RNF145,NW_005054308.1:8743290-8787082,1995,1565,10.8,0.4,0.4,0.17,0.81,no,2,0,0
SAP18,NW_005054302.1:3323441-3326246,27396,27106,14.7,0.0,0.0,0.95,1.00,no,2,0,0
SLC25A26,NW_005054317.1:3298133-3379503,72,61,6.1,0.2,0.2,0.46,0.95,no,2,0,0
SLC30A1,NW_005054299.1:4417537-4426914,671,720,9.4,-0.1,0.1,0.73,0.99,no,2,0,0
SLC35E1,NW_005054491.1:132960-138520,1289,1286,10.3,0.0,0.0,0.98,1.00,no,2,0,0
SPRYD3,NW_005054793.1:1833-7038,854,820,9.7,0.1,0.1,0.78,0.99,no,2,0,0
TSEN54,NW_005054370.1:2553405-2563836,344,325,8.4,0.1,0.1,0.67,0.98,no,2,0,0
USP8,NW_005054313.1:3152231-3169060,5804,6442,12.6,-0.2,0.2,0.31,0.91,no,2,0,0
WDYHV1,NW_005054321.1:5157103-5169012,142,126,7.1,0.2,0.2,0.60,0.98,no,2,0,0
ZNF639,NW_005054309.1:5464209-5471483,179,221,7.6,-0.3,0.3,0.19,0.83,no,2,0,0
AGPS,NW_005054298.1:20718124-20758921,1732,2096,10.9,-0.3,0.3,0.09,0.71,no,2,0,0
CNIH1,NW_005054303.1:13689665-13697135,336,293,8.3,0.2,0.2,0.27,0.89,no,2,0,0
ENY2,NW_005054353.1:5055146-5060023,181,219,7.6,-0.3,0.3,0.29,0.90,no,2,0,0
HSPBAP1,NW_005054298.1:9529231-9567701,29,37,5.0,-0.3,0.3,0.38,0.93,no,2,0,0
LOC102037518,NW_005054685.1:60348-62192,51,50,5.7,0.0,0.0,0.99,1.00,no,2,0,0
LOC102040799,NW_005054436.1:1797538-1802914,39,32,5.1,0.3,0.3,0.46,0.96,no,2,0,0
LOC102043195,NW_005054416.1:1182270-1195040,9531,12396,13.4,-0.4,0.4,0.11,0.76,no,2,0,0
LOC106632169,NW_005055535.1:3141-5944,480,624,9.1,-0.4,0.4,0.11,0.76,no,2,0,0
LOC115948828,NW_005054546.1:663523-666557,92,110,6.7,-0.3,0.3,0.45,0.95,no,2,0,0
PPP1R15B,NW_005054681.1:98476-107649,23038,26627,14.6,-0.2,0.2,0.24,0.87,no,2,0,0
SDE2,NW_005054434.1:1057379-1064702,26170,25530,14.7,0.0,0.0,0.86,1.00,no,2,0,0
SMNDC1,NW_005054300.1:2179588-2188651,14307,13289,13.8,0.1,0.1,0.67,0.98,no,2,0,0
UGGT1,NW_005054380.1:2673095-2711336,698,844,9.6,-0.3,0.3,0.16,0.80,no,2,0,0
ZFYVE27,NW_005054300.1:6141882-6146342,1408,1819,10.7,-0.4,0.4,0.08,0.68,no,2,0,0
ATP6V0B,NW_005054347.1:2413346-2416961,2781,2855,11.5,0.0,0.0,0.80,0.99,no,2,0,0
CAB39L,NW_005054322.1:4527207-4570719,1754,2072,10.9,-0.2,0.2,0.33,0.91,no,2,0,0
CLDN12,NW_005054307.1:8018420-8024543,952,835,9.8,0.2,0.2,0.27,0.89,no,2,0,0
CSTF3,NW_005054487.1:1112990-1149284,1564,1492,10.6,0.1,0.1,0.76,0.99,no,2,0,0
DPP8,NW_005054366.1:1600503-1622543,1910,1879,10.9,0.0,0.0,0.91,1.00,no,2,0,0
KANSL3,NW_005054684.1:14701-30996,917,814,9.8,0.2,0.2,0.54,0.97,no,2,0,0
LOC102039442,NW_005054456.1:1071983-1087379,455,449,8.8,0.0,0.0,0.94,1.00,no,2,0,0
NAB1,NW_005054298.1:28615251-28639679,510,488,9.0,0.1,0.1,0.76,0.99,no,2,0,0
NCL,NW_005054309.1:2824717-2831651,2097,2217,11.1,-0.1,0.1,0.71,0.98,no,2,0,0
PLEKHF2,NW_005054344.1:5046442-5066478,122,100,6.8,0.3,0.3,0.26,0.88,no,2,0,0
TOP3B,NW_005054330.1:3755140-3765539,222,268,7.9,-0.3,0.3,0.25,0.88,no,2,0,0
UTRN,NW_005054316.1:2070206-2411747,306,279,8.2,0.1,0.1,0.63,0.98,no,2,0,0
ACSS1,NW_005054341.1:5551765-5581143,8467,10999,13.2,-0.4,0.4,0.09,0.72,no,2,0,0
ATAD1,NW_005054615.1:96375-109550,8596,8294,13.0,0.1,0.1,0.79,0.99,no,2,0,0
CLCC1,NW_005054357.1:1032951-1050846,3672,3642,11.8,0.0,0.0,0.94,1.00,no,2,0,0
COG4,NW_005054343.1:3006735-3019517,696,711,9.5,0.0,0.0,0.87,1.00,no,2,0,0
EIPR1,NW_005054406.1:1199090-1263450,657,638,9.3,0.0,0.0,0.78,0.99,no,2,0,0
IFRD1,NW_005054411.1:2028505-2037609,26422,21325,14.5,0.3,0.3,0.10,0.72,no,2,0,0
KYAT1,NW_005054329.1:5481077-5491170,64,62,6.0,0.0,0.0,0.89,1.00,no,2,0,0
LOC102038541,NW_005054300.1:10722645-10739664,885,944,9.8,-0.1,0.1,0.76,0.99,no,2,0,0
LOC102041498,NW_005054301.1:15794097-15798616,4316,4650,12.1,-0.1,0.1,0.67,0.98,no,2,0,0
PACSIN2,NW_005054426.1:2210089-2241357,266,251,8.0,0.1,0.1,0.69,0.98,no,2,0,0
SEPTIN6,NW_005054314.1:1327869-1348034,1188,1231,10.2,-0.1,0.1,0.80,0.99,no,2,0,0
XPOT,NW_005054310.1:7693913-7716642,1605,1441,10.6,0.2,0.2,0.36,0.93,no,2,0,0
LOC115948630,NW_005054451.1:751896-756817,38,45,5.4,-0.2,0.2,0.46,0.95,no,2,0,0
MRPS26,NW_005054452.1:1630399-1632475,6243,6336,12.6,0.0,0.0,0.93,1.00,no,2,0,0
NSMCE1,NW_005054399.1:2715744-2722826,202,191,7.6,0.1,0.1,0.74,0.99,no,2,0,0
OTUD5,NW_005055242.1:5056-15087,660,856,9.6,-0.4,0.4,0.06,0.63,no,2,0,0
UBFD1,NW_005054399.1:2327857-2336513,734,851,9.6,-0.2,0.2,0.34,0.92,no,2,0,0
CHMP1B,NW_005054349.1:4945148-4951543,1654,1608,10.7,0.0,0.0,0.77,0.99,no,2,0,0
DNAJB6,NW_005054424.1:1137924-1186824,29007,29669,14.8,0.0,0.0,0.91,1.00,no,2,0,0
EXT2,NW_005054312.1:4618163-4691232,368,353,8.5,0.1,0.1,0.76,0.99,no,2,0,0
FBXO7,NW_005054334.1:1042686-1051761,13856,15324,13.8,-0.1,0.1,0.38,0.93,no,2,0,0
KIF20B,NW_005054300.1:8879118-8909816,27,21,4.6,0.3,0.3,0.38,0.94,no,2,0,0
KLHDC4,NW_005054373.1:1674689-1695394,135,140,7.1,0.0,0.0,0.82,0.99,no,2,0,0
LOC115948422,NW_005054394.1:1101351-1120453,84,99,6.5,-0.2,0.2,0.53,0.97,no,2,0,0
MUL1,NW_005054473.1:454026-457509,2222,2335,11.2,-0.1,0.1,0.68,0.98,no,2,0,0
NUBP1,NW_005054319.1:7383529-7389706,3852,3759,11.9,0.0,0.0,0.87,1.00,no,2,0,0
PCNT,NW_005054501.1:1007543-1078371,164,181,7.4,-0.1,0.1,0.65,0.98,no,2,0,0
SERPINF2,NW_005054387.1:2158394-2165929,814,900,9.7,-0.1,0.1,0.57,0.98,no,2,0,0
AK2,NW_005054436.1:1560607-1566991,171868,198230,17.5,-0.2,0.2,0.31,0.91,no,2,0,0
ATXN3,NW_005054303.1:697201-711373,5739,4623,12.3,0.3,0.3,0.20,0.84,no,2,0,0
BCOR,NW_005054374.1:2596816-2648233,384,355,8.5,0.1,0.1,0.59,0.98,no,2,0,0
CUNH12orf43,NW_005054330.1:6430378-6434416,456,472,8.9,0.0,0.0,0.81,0.99,no,2,0,0
E2F5,NW_005054344.1:1290359-1303800,720,825,9.6,-0.2,0.2,0.52,0.97,no,2,0,0
LOC106632108,NW_005054791.1:36368-44475,1552,1817,10.7,-0.2,0.2,0.34,0.92,no,2,0,0
TCEA1,NW_005054305.1:9840306-9866727,483,494,8.9,0.0,0.0,0.85,0.99,no,2,0,0
TMEM94,NW_005054370.1:2646858-2685341,119,115,6.9,0.0,0.0,0.88,1.00,no,2,0,0
DLST,NW_005054301.1:6176630-6188284,3641,4404,12.0,-0.3,0.3,0.14,0.78,no,2,0,0
FBXO45,NW_005054380.1:1848199-1854009,222,225,7.8,0.0,0.0,0.94,1.00,no,2,0,0
HIGD1A,NW_005054474.1:733609-740653,2168,2391,11.2,-0.1,0.1,0.51,0.96,no,2,0,0
LOC102042210,NW_005054588.1:538552-539523,52,62,5.8,-0.3,0.3,0.31,0.91,no,2,0,0
MPC1,NW_005054299.1:21110916-21114530,12916,14604,13.7,-0.2,0.2,0.48,0.96,no,2,0,0
NDUFA9,NW_005054426.1:1116009-1128063,980,1191,10.1,-0.3,0.3,0.16,0.80,no,2,0,0
SLC7A6,NW_005054343.1:1875012-1896198,112,99,6.7,0.2,0.2,0.52,0.97,no,2,0,0
TAF12,NW_005054428.1:68156-72421,204,175,7.6,0.2,0.2,0.31,0.91,no,2,0,0
TCOF1,NW_005054308.1:6047491-6067328,444,452,8.8,0.0,0.0,0.92,1.00,no,2,0,0
TUBGCP3,NW_005054315.1:3165253-3225136,292,319,8.3,-0.1,0.1,0.65,0.98,no,2,0,0
GNPTAB,NW_005054326.1:4744969-4783252,549,476,9.0,0.2,0.2,0.29,0.90,no,2,0,0
HADH,NW_005054304.1:13974991-13993111,1072,1321,10.2,-0.3,0.3,0.18,0.82,no,2,0,0
LOC102038524,NW_005054502.1:864910-888378,290,252,8.1,0.2,0.2,0.31,0.91,no,2,0,0
NSD3,NW_005054597.1:428862-459743,4907,5313,12.3,-0.1,0.1,0.50,0.96,no,2,0,0
QKI,NW_005054299.1:19740721-19850682,5192,4877,12.3,0.1,0.1,0.59,0.98,no,2,0,0
RNF8,NW_005054299.1:12800972-12811138,1438,1330,10.4,0.1,0.1,0.53,0.97,no,2,0,0
SLC25A25,NW_005054329.1:5995616-6010720,310,338,8.3,-0.1,0.1,0.56,0.98,no,2,0,0
SNAPC5,NW_005054366.1:2078464-2080456,1764,1821,10.8,0.0,0.0,0.86,1.00,no,2,0,0
WDR45B,NW_005054370.1:472612-486428,1887,2034,10.9,-0.1,0.1,0.41,0.94,no,2,0,0
CFAP20,NW_005054343.1:4439386-4443614,589,606,9.2,0.0,0.0,0.84,0.99,no,2,0,0
KLHL7,NW_005054333.1:5098412-5118189,4613,4828,12.2,-0.1,0.1,0.74,0.99,no,2,0,0
KRIT1,NW_005054307.1:7207603-7228036,151,117,7.1,0.4,0.4,0.09,0.71,no,2,0,0
MTA1,NW_005054421.1:744062-805422,407,474,8.8,-0.2,0.2,0.29,0.90,no,2,0,0
PHB2,NW_005054320.1:8225415-8231625,4210,4684,12.1,-0.2,0.2,0.54,0.97,no,2,0,0
SMARCA5,NW_005054453.1:1571190-1591447,2559,2200,11.2,0.2,0.2,0.30,0.90,no,2,0,0
CAPZA2,NW_005054324.1:1405362-1422510,1183,1002,10.1,0.2,0.2,0.15,0.80,no,2,0,0
CUNH4orf33,NW_005054527.1:157962-163515,586,470,9.0,0.3,0.3,0.16,0.81,no,2,0,0
EIF4E,NW_005054304.1:10770458-10801918,6964,6163,12.7,0.2,0.2,0.42,0.95,no,2,0,0
FBXO33,NW_005054301.1:6678412-6697547,4985,4621,12.2,0.1,0.1,0.62,0.98,no,2,0,0
GABARAPL2,NW_005054373.1:3649225-3661711,5409,5334,12.4,0.0,0.0,0.94,1.00,no,2,0,0
OPTN,NW_005054409.1:724410-740099,1031,804,9.8,0.4,0.4,0.05,0.61,no,2,0,0
RPS21,NW_005054337.1:97713-100660,2224,2417,11.2,-0.1,0.1,0.74,0.99,no,2,0,0
TBRG4,NW_005054724.1:138899-147113,437,483,8.8,-0.1,0.1,0.46,0.96,no,2,0,0
TMED10,NW_005054301.1:6067146-6082230,10911,9848,13.3,0.1,0.1,0.56,0.97,no,2,0,0
TSC2,NW_005054399.1:1652139-1683819,1501,1706,10.6,-0.2,0.2,0.42,0.95,no,2,0,0
VPS13B,NW_005054353.1:849135-1280522,2146,2241,11.1,-0.1,0.1,0.69,0.98,no,2,0,0
ZFAND2B,NW_005054298.1:14155805-14161901,10692,12361,13.5,-0.2,0.2,0.26,0.88,no,2,0,0
DHX8,NW_005054559.1:311041-327616,3269,3444,11.7,-0.1,0.1,0.66,0.98,no,2,0,0
EXD3,NW_005054358.1:451531-702658,57,56,5.8,0.0,0.0,0.90,1.00,no,2,0,0
GNPTG,NW_005054399.1:2863404-2873185,620,639,9.3,0.0,0.0,0.82,0.99,no,2,0,0
NPEPL1,NW_005054356.1:1489147-1502077,183,198,7.6,-0.1,0.1,0.61,0.98,no,2,0,0
NSUN3,NW_005054338.1:977864-991945,31,35,5.0,-0.2,0.2,0.61,0.98,no,2,0,0
NUDT4,NW_005054331.1:3292180-3318523,949,1015,9.9,-0.1,0.1,0.53,0.97,no,2,0,0
PIEZO1,NW_005054373.1:2181111-2204176,536,426,8.9,0.3,0.3,0.26,0.88,no,2,0,0
PPM1E,NW_005054368.1:2723698-2782302,168,176,7.4,-0.1,0.1,0.83,0.99,no,2,0,0
PPP1CC,NW_005054362.1:3284644-3290079,562,559,9.1,0.0,0.0,0.97,1.00,no,2,0,0
RALGAPA2,NW_005054341.1:5127950-5221604,1068,1150,10.1,-0.1,0.1,0.65,0.98,no,2,0,0
RPS16,NW_005054310.1:1643533-1646397,2899,3435,11.6,-0.2,0.2,0.40,0.94,no,2,0,0
SNRPB2,NW_005054396.1:2886054-2893699,92,90,6.5,0.0,0.0,0.85,0.99,no,2,0,0
ACSL6,NW_005054308.1:1974063-2030376,820,973,9.8,-0.2,0.2,0.39,0.94,no,2,0,0
GSK3B,NW_005054320.1:5735159-5893583,1232,1272,10.3,0.0,0.0,0.73,0.98,no,2,0,0
HPS6,NW_005054300.1:5804290-5814024,2062,2183,11.1,-0.1,0.1,0.64,0.98,no,2,0,0
LOC115949452,NW_005062338.1:55-859,54,58,5.8,-0.1,0.1,0.84,0.99,no,2,0,0
RTN4IP1,NW_005054417.1:124324-147028,8,10,3.2,-0.4,0.4,0.48,0.96,no,1,0,0
SEC24C,NW_005054300.1:12369184-12399457,1292,1222,10.3,0.1,0.1,0.57,0.98,no,2,0,0
SOS2,NW_005054303.1:14962000-15016775,253,274,8.0,-0.1,0.1,0.67,0.98,no,2,0,0
CMIP,NW_005054503.1:857079-986873,2425,2368,11.2,0.0,0.0,0.88,1.00,no,2,0,0
CRKL,NW_005054483.1:714957-732551,4046,4067,12.0,0.0,0.0,0.96,1.00,no,2,0,0
DNAJC17,NW_005054416.1:2151133-2165632,1364,1760,10.6,-0.4,0.4,0.05,0.61,no,2,0,0
HSBP1,NW_005054373.1:195855-199656,1551,1527,10.6,0.0,0.0,0.88,1.00,no,2,0,0
KCTD10,NW_005054362.1:4088635-4098506,200,212,7.7,-0.1,0.1,0.76,0.99,no,2,0,0
LOC115949193,NW_005055010.1:21975-28427,6,8,2.8,-0.3,0.3,0.59,0.98,no,0,0,0
LYPLA2,NW_005054436.1:1220799-1224271,678,712,9.4,-0.1,0.1,0.66,0.98,no,2,0,0
MOCS1,NW_005054299.1:11219277-11240003,16722,16806,14.0,0.0,0.0,0.97,1.00,no,2,0,0
NELFA,NW_005054372.1:86864-113690,1218,1015,10.1,0.3,0.3,0.12,0.77,no,2,0,0
RSBN1,NW_005054545.1:223741-238395,4359,4235,12.1,0.0,0.0,0.80,0.99,no,2,0,0
SELENON,NW_005054436.1:747488-759097,82,86,6.4,-0.1,0.1,0.82,0.99,no,2,0,0
SPAG9,NW_005054370.1:3626045-3662280,2269,2541,11.2,-0.2,0.2,0.47,0.96,no,2,0,0
ZDHHC16,NW_005054300.1:6092169-6095928,725,934,9.7,-0.4,0.4,0.05,0.62,no,2,0,0
ANKRD13C,NW_005054555.1:655573-670481,785,833,9.7,-0.1,0.1,0.67,0.98,no,2,0,0
DR1,NW_005054336.1:3163981-3175226,5594,5389,12.4,0.1,0.1,0.79,0.99,no,2,0,0
GTPBP1,NW_005054334.1:3494920-3508599,4533,4840,12.2,-0.1,0.1,0.65,0.98,no,2,0,0
JADE3,NW_005054342.1:4306121-4352727,77,74,6.2,0.1,0.1,0.83,0.99,no,2,0,0
LOC102042494,NW_005054559.1:546595-552720,6113,6914,12.7,-0.2,0.2,0.44,0.95,no,2,0,0
NDUFA10,NW_005054586.1:499591-528991,4877,5045,12.3,0.0,0.0,0.83,0.99,no,2,0,0
PGAP1,NW_005054298.1:26513855-26544105,629,693,9.4,-0.1,0.1,0.72,0.98,no,2,0,0
RUBCN,NW_005054309.1:2525833-2543869,1360,1752,10.6,-0.4,0.4,0.05,0.60,no,2,0,0
SIRT7,NW_005054578.1:250265-254220,267,312,8.2,-0.2,0.2,0.26,0.88,no,2,0,0
SLC23A3,NW_005054298.1:14129902-14134220,620,569,9.2,0.1,0.1,0.62,0.98,no,2,0,0
ZC3H15,NW_005054592.1:38278-47856,8727,9828,13.2,-0.2,0.2,0.37,0.93,no,2,0,0
