Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg fIFOR,avg fUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
4111,-25.9,GOLGB1,mRNA,NW_005054687.1:161574-198455,-,-,1306,1576,10.49285462,-0.27,0.27,0.417649227,1,no,2,0,0
5337,3.4,LAMTOR1,mRNA,NW_005061055.1:7-972,-,-,207,225,7.754887502,-0.124,0.124,0.736576068,1,no,2,0,0
10605,-12.8,NINJ1,mRNA,NW_005054509.1:283328-291396,-,-,2070,1895,10.95310515,0.128,0.128,0.734683865,1,no,2,0,0
11194,-8,PDCD6,mRNA,NW_005054311.1:7150611-7160584,+,-,736,657,9.443979543,0.163,0.163,0.680261399,1,no,2,0,0
11933,-27,PSKH1,mRNA,NW_005054343.1:3827462-3851892,-,-,442,513,8.899356923,-0.21,0.21,0.369374608,1,no,2,0,0
11964,9.4,PSMD8,mRNA,NW_005055046.1:449-2581,+,-,232,216,7.807354922,0.107,0.107,0.747376064,1,no,2,0,0
15155,-18,TTF1,mRNA,NW_005054329.1:4115951-4125229,+,-,745,832,9.622966945,-0.157,0.157,0.553146598,1,no,2,0,0
15564,-9.3,WASHC1,mRNA,NW_005054326.1:1251453-1278362,+,-,1341,1222,10.32361776,0.135,0.135,0.483562598,1,no,2,0,0
15737,-11.4,YIPF4,mRNA,NW_005054299.1:17668347-17679777,+,-,1069,972,9.995060467,0.136,0.136,0.621490914,1,no,2,0,0
15784,2.8,ZBTB39,mRNA,NW_005054685.1:74368-78524,-,-,65,75,6.129283017,-0.215,0.215,0.579649505,1,no,2,0,0
15864,-21.9,ZFP91,mRNA,NW_005054416.1:1750812-1768313,-,-,1359,1585,10.52356196,-0.222,0.222,0.212617933,0.969530797,no,2,0,0
15937,18.8,ZNF511,mRNA,NW_005054615.1:333742-336681,-,-,904,822,9.753216749,0.138,0.138,0.706950429,1,no,2,0,0
751,-14.7,ASAP1,mRNA,NW_005054321.1:7679091-7821238,-,-,348,297,8.33315535,0.232,0.232,0.474965804,1,no,2,0,0
1058,5.4,BICD2,mRNA,NW_005054509.1:90283-111347,+,-,890,739,9.669770889,0.269,0.269,0.31051081,1,no,2,0,0
1921,5.3,CLK4,mRNA,NW_005054308.1:4920514-4929040,-,-,7402,7590,12.87190524,-0.036,0.036,0.905070477,1,no,2,0,0
4121,-8.9,GORASP2,mRNA,NW_005054298.1:18245513-18253565,+,-,380,315,8.440869168,0.269,0.269,0.251910143,0.986461213,no,2,0,0
4537,-18,HNRNPA3,mRNA,NW_005054298.1:20645605-20655692,+,-,7120,6048,12.68474862,0.236,0.236,0.219207625,0.97227033,no,2,0,0
4850,-24.8,INSIG2,mRNA,NW_005054298.1:6903112-6911232,+,-,969,804,9.791976821,0.269,0.269,0.310335329,1,no,2,0,0
5127,-22.9,KDM4A,mRNA,NW_005054347.1:2157064-2179027,+,-,8890,8450,13.08181628,0.073,0.073,0.745751262,1,no,2,0,0
7240,-3.3,LOC102042935,mRNA,NW_005055188.1:13247-16900,+,-,604,558,9.182394353,0.114,0.114,0.706109976,1,no,2,0,0
11541,-9,PLEKHB2,mRNA,NW_005054388.1:2182396-2194987,+,-,7056,6188,12.6930513,0.189,0.189,0.353479499,1,no,2,0,0
14399,13.8,TICRR,mRNA,NW_005054313.1:1056429-1074245,+,-,29,27,4.807354922,0.112,0.112,0.822207589,1,no,2,0,0
15130,-17,TTC14,mRNA,NW_005054309.1:5098362-5174365,-,-,1346,1452,10.45018025,-0.108,0.108,0.614897144,1,no,2,0,0
470,1,ANKHD1,mRNA,NW_005054386.1:15717-100826,-,-,4513,4925,12.20426546,-0.126,0.126,0.568859315,1,no,2,0,0
708,-4.5,ARL8B,mRNA,NW_005054420.1:1267536-1275854,+,-,2244,2648,11.25620869,-0.24,0.24,0.183335124,0.957014019,no,2,0,0
2282,-8,CTNNBL1,mRNA,NW_005054337.1:3015418-3076102,-,-,1062,1257,10.1792871,-0.244,0.244,0.274569516,0.995552748,no,2,0,0
12129,-0.9,RAB27A,mRNA,NW_005054313.1:6015385-6035311,-,-,959,1156,10.04644195,-0.268,0.268,0.399558633,1,no,2,0,0
12927,-7.6,SDHA,mRNA,NW_005054311.1:3936552-3951894,-,-,5876,4881,12.39298816,0.268,0.268,0.0817771,0.824554351,no,2,0,0
775,-12.6,ASF1A,mRNA,NW_005054306.1:7564029-7575773,+,-,75,75,6.22881869,0.01,0.01,0.978898976,1,no,2,0,0
873,-26.7,ATP5PO,mRNA,NW_005054454.1:1125232-1127995,+,-,7966,8863,13.03866183,-0.154,0.154,0.671392996,1,no,2,0,0
1631,-14.9,CDKN1B,mRNA,NW_005054326.1:3070761-3074388,+,-,15816,13148,13.82197324,0.267,0.267,0.245843692,0.985124273,no,2,0,0
3131,-24.3,ELP6,mRNA,NW_005054724.1:14220-39491,+,-,122,133,6.994353437,-0.118,0.118,0.744706013,1,no,2,0,0
7145,-11.1,LOC102042233,mRNA,NW_005054330.1:3432882-3466221,-,-,470,452,8.84862294,0.056,0.056,0.831335504,1,no,2,0,0
11136,18.4,PCBP2,mRNA,NW_005054734.1:125286-137097,+,-,26825,23554,14.62053487,0.188,0.188,0.494744285,1,no,2,0,0
11447,-23.3,PIP4K2B,mRNA,NW_005054648.1:13422-34665,+,-,3124,3316,11.65284497,-0.086,0.086,0.714187819,1,no,2,0,0
13845,-13.4,SRSF4,mRNA,NW_005054428.1:332612-340855,-,-,1517,1511,10.56414949,0.006,0.006,0.981501116,1,no,2,0,0
13899,-17.3,STAG2,mRNA,NW_005054314.1:2158699-2230078,+,-,13918,13127,13.72307428,0.084,0.084,0.690163277,1,no,2,0,0
687,-2.4,ARIH1,mRNA,NW_005054398.1:2496186-2543081,+,-,27049,27108,14.7248602,-0.003,0.003,0.991191858,1,no,2,0,0
2295,0,CTSH,mRNA,NW_005054366.1:3429415-3438765,-,-,2341,2705,11.30092449,-0.209,0.209,0.427013701,1,no,2,0,0
3036,-12.5,EFR3A,mRNA,NW_005054394.1:179626-251486,+,-,507,532,9.020979939,-0.071,0.071,0.724258568,1,no,2,0,0
3529,-10,FBXL15,mRNA,NW_005054300.1:11351842-11354200,-,-,436,423,8.746514321,0.043,0.043,0.866397641,1,no,2,0,0
3924,-9.6,GCLC,mRNA,NW_005054460.1:202772-225772,-,-,16423,17689,14.05799172,-0.107,0.107,0.698945706,1,no,2,0,0
9718,-12.3,MARF1,mRNA,NW_005054319.1:5980382-6004068,+,-,5046,4777,12.26194798,0.079,0.079,0.743929556,1,no,2,0,0
9967,-20.7,MIOS,mRNA,NW_005054307.1:4875327-4887080,-,-,3812,3860,11.90538701,-0.018,0.018,0.919618544,1,no,2,0,0
11782,-15.5,PPP2R5C,mRNA,NW_005054303.1:5777040-5819441,+,-,3185,3358,11.67573656,-0.076,0.076,0.731011845,1,no,2,0,0
581,-15,APLF,mRNA,NW_005054396.1:2437136-2457720,+,-,220,199,7.710806434,0.147,0.147,0.591933064,1,no,2,0,0
1166,-14.3,BTBD7,mRNA,NW_005054303.1:1241355-1280851,-,-,637,638,9.316281532,-0.002,0.002,0.993559379,1,no,2,0,0
1969,-15.6,CNBP,mRNA,NW_005054626.1:104000-106834,-,-,20098,23520,14.412636,-0.227,0.227,0.427519731,1,no,2,0,0
2132,-26.5,CPEB4,mRNA,NW_005054308.1:9979249-10016853,-,-,13086,12077,13.61901631,0.116,0.116,0.607673286,1,no,2,0,0
11962,-1.9,PSMD6,mRNA,NW_005054317.1:4238930-4244066,+,-,3251,3184,11.65172443,0.03,0.03,0.907560292,1,no,2,0,0
12329,-15.5,RBSN,mRNA,NW_005054420.1:2296922-2309362,+,-,6850,7737,12.83239558,-0.176,0.176,0.436686361,1,no,2,0,0
15380,-12.9,USO1,mRNA,NW_005054536.1:205298-228606,-,-,2816,2672,11.42206477,0.076,0.076,0.726136741,1,no,2,0,0
684,-19.8,ARID4A,mRNA,NW_005054303.1:12188313-12234362,-,-,5210,6255,12.48494873,-0.264,0.264,0.357224662,1,no,2,0,0
1848,19.6,CHSY1,mRNA,NW_005054366.1:1053146-1118940,-,-,166,158,7.339850003,0.066,0.066,0.850360864,1,no,2,0,0
6346,8.8,LOC102037082,mRNA,NW_005055346.1:6279-8646,-,-,1212,1062,10.15101654,0.193,0.193,0.423374321,1,no,2,0,0
10025,-5.1,MMS19,mRNA,NW_005054300.1:6096097-6107536,-,-,9583,11423,13.35851385,-0.253,0.253,0.299036069,1,no,2,0,0
10438,-23.5,NCKIPSD,mRNA,NW_005054339.1:5411563-5441247,+,-,1424,1250,10.38478375,0.188,0.188,0.361492459,1,no,2,0,0
12227,8.4,RAP1B,mRNA,NW_005054310.1:6062483-6088903,-,-,3492,3175,11.70282201,0.138,0.138,0.622186058,1,no,2,0,0
12514,-6.2,RMND5A,mRNA,NW_005054479.1:406714-433219,-,-,9441,8412,13.1238789,0.167,0.167,0.454895563,1,no,2,0,0
15296,-8.4,UBTD1,mRNA,NW_005054300.1:6115085-6116360,+,-,5270,5883,12.44514421,-0.159,0.159,0.546680651,1,no,2,0,0
15743,-4.9,YLPM1,mRNA,NW_005054301.1:6215688-6250173,-,-,1528,1503,10.56557814,0.025,0.025,0.925798066,1,no,2,0,0
347,7.6,AKAP1,mRNA,NW_005054368.1:799180-808271,+,-,193,231,7.727920455,-0.263,0.263,0.486461482,1,no,2,0,0
987,-23.8,BAZ1A,mRNA,NW_005054301.1:8405522-8477368,+,-,7318,6249,12.72781412,0.228,0.228,0.393134385,1,no,2,0,0
1857,0.6,CIAPIN1,mRNA,NW_005054343.1:4254642-4261640,-,-,16426,16316,13.99885483,0.01,0.01,0.96966816,1,no,2,0,0
2933,7.3,DVL3,mRNA,NW_005054309.1:3496070-3527553,+,-,1513,1421,10.51865316,0.092,0.092,0.570400021,1,no,2,0,0
3700,-10.9,FNBP4,mRNA,NW_005054416.1:1113119-1123057,-,-,4800,4481,12.18006454,0.099,0.099,0.72141997,1,no,2,0,0
6057,10.6,LOC102035236,mRNA,NW_005054387.1:771102-772772,-,-,1367,1640,10.55410915,-0.263,0.263,0.418153007,1,no,2,0,0
10014,-3.8,MMGT1,mRNA,NW_005054456.1:1332732-1336895,+,-,718,859,9.622966945,-0.26,0.26,0.29492118,1,no,2,0,0
10384,-0.1,NAF1,mRNA,NW_005054297.1:25980210-25997961,+,-,36,39,5.22881869,-0.101,0.101,0.839738009,1,no,2,0,0
10902,-10.7,OCIAD1,mRNA,NW_005054297.1:12728602-12745086,+,-,8744,10180,13.20792945,-0.219,0.219,0.482352923,1,no,2,0,0
11710,13,PPCS,mRNA,NW_005054475.1:70577-73055,-,-,1215,1382,10.3426303,-0.186,0.186,0.660371533,1,no,2,0,0
12525,-7.3,RNF115,mRNA,NW_005054641.1:7354-18201,-,-,738,826,9.611024797,-0.164,0.164,0.563844606,1,no,2,0,0
14437,-16.1,TLK1,mRNA,NW_005054298.1:18268099-18310624,-,-,764,641,9.456354415,0.255,0.255,0.222755225,0.97227033,no,2,0,0
5121,5.6,KDM1A,mRNA,NW_005054499.1:426125-450900,+,-,8816,9138,13.13201768,-0.052,0.052,0.833714673,1,no,2,0,0
5346,-12.1,LAPTM4A,mRNA,NW_005054318.1:1637591-1645190,+,-,22676,20452,14.39633719,0.149,0.149,0.637571691,1,no,2,0,0
9651,5,MAP11,mRNA,NW_005054758.1:91577-100215,-,-,2182,1993,11.02756048,0.131,0.131,0.657297719,1,no,2,0,0
14714,-2.2,TNPO3,mRNA,NW_005054687.1:23341-43299,+,-,2215,2542,11.21583631,-0.198,0.198,0.233635965,0.976709745,no,2,0,0
15892,-18,ZMYM4,mRNA,NW_005054478.1:470850-495074,-,-,99,91,6.569855608,0.12,0.12,0.766246112,1,no,2,0,0
817,-26.1,ATG14,mRNA,NW_005054303.1:13329226-13343389,+,-,903,895,9.812177306,0.013,0.013,0.959211025,1,no,2,0,0
831,-6.9,ATMIN,mRNA,NW_005054343.1:5944614-5954323,+,-,448,412,8.74819285,0.12,0.12,0.506813579,1,no,2,0,0
2185,-17.1,CREG1,mRNA,NW_005054338.1:2370540-2372190,+,-,49853,57975,15.71837233,-0.218,0.218,0.496301471,1,no,2,0,0
3083,-1.8,EIF4A3,mRNA,NW_005054521.1:307763-313365,-,-,2016,2176,11.033423,-0.111,0.111,0.608466593,1,no,2,0,0
5199,-19.5,KIF2A,mRNA,NW_005054335.1:420293-594175,-,-,115,119,6.87036472,-0.038,0.038,0.896111049,1,no,2,0,0
9213,14,LOC115949347,lnc_RNA,NW_005056295.1:1896-3558,+,-,155,139,7.199672345,0.152,0.152,0.614483665,1,no,2,0,0
885,-8.3,ATP6V1A,mRNA,NW_005054320.1:6687236-6706653,+,-,1734,1750,10.76652891,-0.013,0.013,0.951328517,1,no,2,0,0
3341,-17.2,EYA3,mRNA,NW_005054499.1:591400-627529,+,-,509,528,9.018200179,-0.053,0.053,0.794726016,1,no,2,0,0
13621,-6,SNRPA1,mRNA,NW_005054366.1:1141877-1148117,-,-,74,62,6.087462841,0.26,0.26,0.534093725,1,no,2,0,0
1365,-3.4,CBLL1,mRNA,NW_005054354.1:1659441-1664638,-,-,303,288,8.20701432,0.074,0.074,0.777286613,1,no,2,0,0
5125,-25.9,KDM3A,mRNA,NW_005054479.1:474756-503232,-,-,6944,6419,12.70595631,0.113,0.113,0.604253746,1,no,2,0,0
10609,-23.5,NIPA2,mRNA,NW_005054342.1:4639150-4648952,-,-,1198,1044,10.13057056,0.199,0.199,0.404172594,1,no,2,0,0
11301,-8.6,PFDN1,mRNA,NW_005054386.1:138886-170013,+,-,384,321,8.461479447,0.259,0.259,0.513116251,1,no,2,0,0
11794,7.4,PPP6C,mRNA,NW_005054329.1:803606-806095,+,-,1041,1131,10.08480839,-0.12,0.12,0.562442892,1,no,2,0,0
12157,-6.5,RAB5IF,mRNA,NW_005054481.1:451817-458894,+,-,469,459,8.857980995,0.033,0.033,0.879007031,1,no,2,0,0
12563,-17.6,RNF215,mRNA,NW_005054448.1:372666-380630,-,-,1865,2144,10.9690267,-0.201,0.201,0.483754348,1,no,2,0,0
12757,-7,RSRP1,mRNA,NW_005054436.1:882582-885133,+,-,25580,24701,14.61772572,0.05,0.05,0.869700436,1,no,2,0,0
12941,-9.3,SEC13,mRNA,NW_005054420.1:2036161-2043074,-,-,2263,2709,11.27961058,-0.259,0.259,0.365322989,1,no,2,0,0
15835,3.8,ZDHHC18,mRNA,NW_005054436.1:443607-450899,-,-,1970,2220,11.03273453,-0.172,0.172,0.458046193,1,no,2,0,0
655,-7.5,ARHGAP5,mRNA,NW_005054301.1:9730632-9770629,-,-,1152,1020,10.08480839,0.178,0.178,0.410604352,1,no,2,0,0
968,-11.5,BAG5,mRNA,NW_005054303.1:6910201-6914956,-,-,25316,25307,14.62750539,0.001,0.001,0.998169569,1,no,2,0,0
1790,-19.7,CHFR,mRNA,NW_005054330.1:2535445-2556165,+,-,3527,4008,11.8793918,-0.184,0.184,0.33878217,1,no,2,0,0
3101,-16.1,ELAVL1,mRNA,NW_005054441.1:1144397-1174415,+,-,3744,4285,11.9710046,-0.195,0.195,0.391120534,1,no,2,0,0
7683,-11.3,LOC102045622,mRNA,NW_005054311.1:7163105-7191532,-,-,396,406,8.647458426,-0.036,0.036,0.901372554,1,no,2,0,0
9240,-21.1,LOC115949375,mRNA,NW_005056990.1:9-1234,-,-,240,244,7.918863237,-0.03,0.03,0.915957272,1,no,2,0,0
13833,-2.7,SRPRB,mRNA,NW_005054380.1:1709813-1717717,-,-,599,502,9.104598754,0.258,0.258,0.334776962,1,no,2,0,0
15330,-5.5,UIMC1,mRNA,NW_005054308.1:9131174-9166133,-,-,1497,1790,10.68255574,-0.258,0.258,0.193747323,0.958006579,no,2,0,0
15847,-1.9,ZDHHC9,mRNA,NW_005054504.1:623823-636137,+,-,2160,2373,11.14625045,-0.136,0.136,0.506086138,1,no,2,0,0
286,13.4,AGAP3,mRNA,NW_005054649.1:100574-172892,+,-,90,86,6.459431619,0.064,0.064,0.887653111,1,no,2,0,0
769,-24.3,ASCC1,mRNA,NW_005054594.1:151135-185242,-,-,864,986,9.853309555,-0.189,0.189,0.584581736,1,no,2,0,0
3299,1.8,ETV6,mRNA,NW_005054326.1:2534998-2628934,+,-,699,585,9.326429487,0.257,0.257,0.432418468,1,no,2,0,0
11060,-5.9,PAK2,mRNA,NW_005054380.1:1774205-1792391,-,-,639,745,9.434628228,-0.222,0.222,0.329854185,1,no,2,0,0
11162,-4.4,PCMTD1,mRNA,NW_005054305.1:9002865-9026379,-,-,34264,34997,15.0797556,-0.031,0.031,0.909074363,1,no,2,0,0
12546,0.6,RNF166,mRNA,NW_005054373.1:2170451-2177271,-,-,7499,8592,12.97396637,-0.196,0.196,0.452128262,1,no,2,0,0
12699,8.2,RPS3A,mRNA,NW_005054297.1:30346966-30350333,-,-,28493,33224,14.91338032,-0.222,0.222,0.527544483,1,no,2,0,0
12754,-1.2,RSPRY1,mRNA,NW_005054343.1:4052971-4082875,-,-,1448,1639,10.59198977,-0.179,0.179,0.439186563,1,no,2,0,0
14081,-2.1,SYNRG,mRNA,NW_005054368.1:1193829-1225754,+,-,196,183,7.566054038,0.098,0.098,0.799181131,1,no,2,0,0
14611,-1.9,TMEM41B,mRNA,NW_005054416.1:238668-251078,-,-,730,767,9.547858506,-0.071,0.071,0.752111094,1,no,2,0,0
15952,-0.2,ZNF618,mRNA,NW_005054358.1:870474-955088,-,-,164,170,7.383704292,-0.059,0.059,0.876798448,1,no,2,0,0
156,-15.6,ACTR1A,mRNA,NW_005054300.1:5000916-5010116,+,-,2534,2238,11.22037833,0.179,0.179,0.292836156,1,no,2,0,0
315,-25.6,AHCYL1,mRNA,NW_005054425.1:1902011-1912628,+,-,1569,1658,10.65597786,-0.08,0.08,0.74867445,1,no,2,0,0
1997,-13.6,CNOT7,mRNA,NW_005054297.1:16060611-16082194,-,-,4769,5694,12.35300895,-0.256,0.256,0.292882577,1,no,2,0,0
2761,-17.8,DNAJA2,mRNA,NW_005054408.1:2401133-2409606,-,-,4262,4337,12.06995318,-0.025,0.025,0.891759398,1,no,2,0,0
3632,4.7,FGFR1OP2,mRNA,NW_005054414.1:2410486-2418714,+,-,4970,5605,12.36837004,-0.173,0.173,0.445019823,1,no,2,0,0
6966,3.1,LOC102040904,mRNA,NW_005054399.1:58691-116092,+,-,648,634,9.324180547,0.033,0.033,0.87079515,1,no,2,0,0
10195,22.4,MSTO1,mRNA,NW_005054582.1:378355-382544,+,-,56,52,5.754887502,0.123,0.123,0.793507002,1,no,2,0,0
12312,-20.1,RBM5,mRNA,NW_005054339.1:3022719-3037877,+,-,7128,8514,12.93313737,-0.256,0.256,0.34451089,1,no,2,0,0
15439,-25.6,UVRAG,mRNA,NW_005054397.1:889981-977174,+,-,1220,1124,10.19475685,0.119,0.119,0.529834965,1,no,2,0,0
15640,-25.6,WFS1,mRNA,NW_005054470.1:1163915-1195202,+,-,631,600,9.265615046,0.073,0.073,0.77344344,1,no,2,0,0
15641,7,WHAMM,mRNA,NW_005054313.1:2898932-2912412,-,-,3120,3687,11.73280339,-0.241,0.241,0.423171039,1,no,2,0,0
266,3.2,ADRM1,mRNA,NW_005054356.1:85345-91359,-,-,618,611,9.2632692,0.016,0.016,0.959194044,1,no,2,0,0
3287,-25.5,ETFA,mRNA,NW_005054313.1:9110067-9146070,-,-,329,325,8.353146825,0.021,0.021,0.955121267,1,no,2,0,0
10485,-16.6,NDUFB11,mRNA,NW_005054766.1:33868-35076,+,-,625,562,9.21310422,0.152,0.152,0.729800053,1,no,2,0,0
11720,-19,PPHLN1,mRNA,NW_005054310.1:11589970-11648260,-,-,496,507,8.970105891,-0.03,0.03,0.917621438,1,no,2,0,0
12165,-15.8,RABEP1,mRNA,NW_005054531.1:827962-856829,-,-,1426,1703,10.61148594,-0.255,0.255,0.223413291,0.97227033,no,2,0,0
15927,-25.5,ZNF407,mRNA,NW_005054311.1:9787938-10096080,-,-,854,889,9.767356854,-0.058,0.058,0.831630614,1,no,2,0,0
10471,-12.7,NDUFA2,mRNA,NW_005054386.1:789408-791849,-,-,1202,1275,10.27437815,-0.086,0.086,0.83163001,1,no,2,0,0
10837,-8,NUDCD3,mRNA,NW_005054674.1:144175-170168,-,-,5811,6034,12.53199058,-0.054,0.054,0.846908332,1,no,2,0,0
14107,-18.8,TAB1,mRNA,NW_005054334.1:3703019-3715675,+,-,484,471,8.899356923,0.037,0.037,0.893827519,1,no,2,0,0
15431,13.9,UTP23,mRNA,NW_005054321.1:2603937-2607996,+,-,505,459,8.912889336,0.135,0.135,0.698583711,1,no,2,0,0
15647,-12.5,WIPI2,mRNA,NW_005054319.1:567600-579440,-,-,2177,2435,11.1711768,-0.161,0.161,0.51193723,1,no,2,0,0
15728,-9.5,YARS2,mRNA,NW_005054326.1:6552156-6556771,-,-,414,412,8.689997971,0.01,0.01,0.963904976,1,no,2,0,0
2789,0.1,DNAJC3,mRNA,NW_005054363.1:1081155-1116807,+,-,1261,1215,10.2737956,0.054,0.054,0.797688197,1,no,2,0,0
3069,-8.8,EIF2S2,mRNA,NW_005054640.1:157128-164608,+,-,1764,1523,10.68255574,0.212,0.212,0.187112893,0.957014019,no,2,0,0
7207,-25.3,LOC102042726,mRNA,NW_005054314.1:7098752-7111203,-,-,157,170,7.353146825,-0.106,0.106,0.844608133,1,no,2,0,0
8518,-5.7,LOC115948460,lnc_RNA,NW_005054402.1:325556-328077,+,-,6,7,2.700439718,-0.253,0.253,0.727396668,1,no,0,0,0
8860,20.9,LOC115948882,mRNA,NW_005054593.1:509406-546094,+,-,68,71,6.118941073,-0.055,0.055,0.894482066,1,no,2,0,0
14106,-25.3,SZT2,mRNA,NW_005054347.1:1666403-1718836,+,-,2826,2678,11.42626475,0.077,0.077,0.773241924,1,no,2,0,0
15769,-5.7,ZBTB11,mRNA,NW_005054391.1:755058-772934,-,-,5878,6227,12.56331546,-0.083,0.083,0.734651539,1,no,2,0,0
105,-9.7,ACBD5,mRNA,NW_005054360.1:1393686-1422703,+,-,166,152,7.312882955,0.123,0.123,0.66323635,1,no,2,0,0
131,10.4,ACP2,mRNA,NW_005054312.1:3105067-3111648,-,-,576,484,9.049848549,0.252,0.252,0.272672044,0.994861629,no,2,0,0
479,1.2,ANKRD12,mRNA,NW_005054350.1:5116589-5157268,-,-,11947,10034,13.4239694,0.252,0.252,0.385781679,1,no,2,0,0
1146,-20.8,BRPF3,mRNA,NW_005054545.1:178450-192299,+,-,7918,7175,12.88159198,0.142,0.142,0.460438426,1,no,2,0,0
1570,-25.2,CDC42BPB,mRNA,NW_005054303.1:6349895-6401453,-,-,1046,985,9.987974524,0.087,0.087,0.699174805,1,no,2,0,0
2689,-9.9,DIP2B,mRNA,NW_005054600.1:112219-146311,-,-,1863,1597,10.75655632,0.224,0.224,0.290002403,1,no,2,0,0
4504,25.2,HM13,mRNA,NW_005054337.1:2468835-2483627,+,-,1802,1990,10.88874325,-0.143,0.143,0.572049636,1,no,2,0,0
6240,-12.3,LOC102036422,mRNA,NW_005054345.1:1619212-1641401,+,-,5394,5887,12.46160734,-0.126,0.126,0.562358108,1,no,2,0,0
12357,-9.5,REEP1,mRNA,NW_005054479.1:547438-588706,+,-,2086,2307,11.10099078,-0.146,0.146,0.590964153,1,no,2,0,0
14589,9.6,TMEM259,mRNA,NW_005054491.1:670537-682265,-,-,5061,4359,12.20151134,0.215,0.215,0.323600354,1,no,2,0,0
15719,-2.3,XRN2,mRNA,NW_005054341.1:4992634-5025726,-,-,4455,3965,12.03960452,0.168,0.168,0.400875659,1,no,2,0,0
15795,-2.3,ZBTB7A,mRNA,NW_005054621.1:208930-214237,+,-,3187,2742,11.53357308,0.217,0.217,0.418831771,1,no,2,0,0
550,-16.7,AP2A2,mRNA,NW_005054312.1:9546769-9577910,+,-,6733,6261,12.66555799,0.105,0.105,0.548097342,1,no,2,0,0
10226,-11.1,MTMR10,mRNA,NW_005054313.1:8216447-8250124,-,-,2694,2632,11.37883671,0.033,0.033,0.916222658,1,no,2,0,0
11188,-15.2,PDCD10,mRNA,NW_005054309.1:8963610-8969478,+,-,1018,1090,10.04165915,-0.098,0.098,0.7019146,1,no,2,0,0
12541,0.9,RNF149,mRNA,NW_005054315.1:7679470-7702413,+,-,175,166,7.413627929,0.079,0.079,0.794311773,1,no,2,0,0
15356,1.5,UNK,mRNA,NW_005054370.1:2292757-2319425,-,-,5070,4672,12.25000227,0.118,0.118,0.56003061,1,no,2,0,0
15605,-8.4,WDR47,mRNA,NW_005054357.1:1051681-1072228,-,-,224,202,7.73470962,0.145,0.145,0.687969103,1,no,2,0,0
1276,-13.7,CALM2,mRNA,NW_005054299.1:9578976-9588242,-,-,1494,1442,10.51963625,0.051,0.051,0.839454057,1,no,2,0,0
11135,-5.1,PCBD2,mRNA,NW_005054308.1:3211643-3233203,+,-,104,103,6.693486957,0.015,0.015,0.973395365,1,no,2,0,0
13989,-3.5,STX6,mRNA,NW_005054493.1:952292-962930,-,-,1902,2202,11.00281502,-0.212,0.212,0.391230295,1,no,2,0,0
14073,-21.3,SYNJ1,mRNA,NW_005054715.1:3442-49877,+,-,3023,2568,11.44889063,0.235,0.235,0.282855017,0.996428437,no,2,0,0
15316,-19.7,UFL1,mRNA,NW_005054305.1:12747952-12768954,+,-,1901,1819,10.86108691,0.063,0.063,0.795615674,1,no,2,0,0
15850,-16.5,ZER1,mRNA,NW_005054329.1:5515678-5531707,+,-,8514,9609,13.14553417,-0.175,0.175,0.430484167,1,no,2,0,0
1120,-13.9,BPTF,mRNA,NW_005054395.1:2373941-2428134,-,-,4697,4782,12.21051915,-0.026,0.026,0.919548161,1,no,2,0,0
2392,-10.4,CUNH2orf49,mRNA,NW_005054315.1:5987579-5996294,-,-,736,737,9.524541715,0,0,0.999724483,1,no,2,0,0
9660,-24.9,MAP2K2,mRNA,NW_005054621.1:184196-192009,+,-,498,531,9.007027267,-0.088,0.088,0.736893799,1,no,2,0,0
9693,-7.3,MAPK1IP1L,mRNA,NW_005054303.1:13428395-13434922,-,-,3518,4181,11.91045536,-0.249,0.249,0.259727768,0.987092931,no,2,0,0
10291,17.9,MYCT1,mRNA,NW_005054316.1:8711484-8735001,-,-,779,732,9.561287945,0.088,0.088,0.784695667,1,no,2,0,0
12271,9,RAVER1,mRNA,NW_005055029.1:21262-28206,+,-,1253,1489,10.42101286,-0.249,0.249,0.336615699,1,no,2,0,0
14409,-2.4,TIMM22,mRNA,NW_005054368.1:3607218-3616584,+,-,74,79,6.257387843,-0.09,0.09,0.782185876,1,no,2,0,0
15541,-12.6,VTI1A,mRNA,NW_005054300.1:1039243-1298846,-,-,364,373,8.525520809,-0.03,0.03,0.907549371,1,no,2,0,0
989,-10.4,BAZ2A,mRNA,NW_005054685.1:2827-15169,-,-,2661,3097,11.49135207,-0.219,0.219,0.335517287,1,no,2,0,0
2900,0.5,DTNBP1,mRNA,NW_005054325.1:5545602-5571451,-,-,188,158,7.434628228,0.248,0.248,0.374299429,1,no,2,0,0
11404,-13.1,PIGF,mRNA,NW_005054299.1:9141672-9167438,-,-,1488,1254,10.42101286,0.248,0.248,0.264708892,0.987668376,no,2,0,0
14227,0.8,TCEA2,mRNA,NW_005054337.1:1718538-1731130,-,-,99,85,6.523561956,0.235,0.235,0.43951136,1,no,2,0,0
15727,-12.4,YARS1,mRNA,NW_005054436.1:1651021-1656006,+,-,1165,1351,10.29691621,-0.214,0.214,0.402904647,1,no,2,0,0
1972,-24.1,CNEP1R1,mRNA,NW_005054415.1:808839-812550,+,-,442,418,8.74819285,0.083,0.083,0.737280803,1,no,2,0,0
