Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mUCRA,avg mUFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
3137,2,EMC6,mRNA,NW_005054368.1:3317986-3318548,+,-,86,85,6.4,0.0,0.0,0.84,0.92,no,2,0,0
3575,-27,FCF1,mRNA,NW_005054301.1:6255506-6260429,-,-,399,522,8.8,-0.4,0.4,0.08,0.22,no,2,0,0
3928,-38,GCN1,mRNA,NW_005054330.1:6029719-6066471,-,-,2346,2700,11.3,-0.2,0.2,0.24,0.44,no,2,0,0
4675,10,IARS1,mRNA,NW_005054580.1:465735-559093,-,-,564,495,9.0,0.2,0.2,0.20,0.39,no,2,0,0
9231,38,LOC115949365,mRNA,NW_005056606.1:324-933,+,-,367,295,8.4,0.3,0.3,0.12,0.28,no,2,0,0
10136,27,MRPL57,mRNA,NW_005054302.1:3303604-3305131,-,-,2911,3102,11.6,-0.1,0.1,0.66,0.81,no,2,0,0
15308,24,UCHL5,mRNA,NW_005054357.1:3301805-3319080,+,-,365,290,8.4,0.3,0.3,0.06,0.18,no,2,0,0
15739,-13,YIPF6,mRNA,NW_005054456.1:734470-739933,-,-,3576,3931,11.9,-0.1,0.1,0.40,0.61,no,2,0,0
15898,11,ZNF106,mRNA,NW_005054312.1:268405-296781,+,-,615,480,9.1,0.4,0.4,0.05,0.17,no,2,0,0
1884,38,CLASP1,mRNA,NW_005054298.1:9823868-9982212,+,-,840,754,9.6,0.2,0.2,0.57,0.74,no,2,0,0
2448,-6,CWF19L1,mRNA,NW_005054615.1:403336-413952,-,-,583,761,9.4,-0.4,0.4,0.04,0.14,no,2,0,0
6470,38,LOC102037921,mRNA,NW_005055116.1:14171-21697,+,-,1321,1140,10.3,0.2,0.2,0.26,0.46,no,2,0,0
10712,-8,NPEPPS,mRNA,NW_005054648.1:232385-255292,+,-,6164,6828,12.7,-0.1,0.1,0.45,0.64,no,2,0,0
10972,-6,OSBPL8,mRNA,NW_005054310.1:3267871-3333489,+,-,806,696,9.6,0.2,0.2,0.28,0.49,no,2,0,0
12643,30,RPL30,mRNA,NW_005054353.1:432511-435296,-,-,11654,9283,13.4,0.3,0.3,0.28,0.49,no,2,0,0
14673,-21,TMX4,mRNA,NW_005054341.1:1325378-1339082,+,-,3949,4728,12.1,-0.3,0.3,0.01,0.06,no,2,0,0
2565,-26,DDOST,mRNA,NW_005054475.1:543193-547421,+,-,899,1172,10.0,-0.4,0.4,0.02,0.08,no,2,0,0
5139,38,KHDC4,mRNA,NW_005054582.1:448740-465471,-,-,6302,5667,12.5,0.2,0.2,0.48,0.66,no,2,0,0
9007,-15,LOC115949096,lnc_RNA,NW_005054765.1:2662-4389,+,-,20,15,4.1,0.4,0.4,0.49,0.68,no,2,0,0
9950,-28,MIEF1,mRNA,NW_005054334.1:3768201-3777791,+,-,13538,17450,13.9,-0.4,0.4,0.02,0.09,no,2,0,0
11007,26,OXA1L,mRNA,NW_005055245.1:1172-12998,+,-,1278,1146,10.2,0.2,0.2,0.41,0.61,no,2,0,0
12189,0,RAD51D,mRNA,NW_005054387.1:1167319-1175066,+,-,101,85,6.5,0.3,0.3,0.53,0.71,no,2,0,0
13000,-31,SENP5,mRNA,NW_005054309.1:3884684-3899234,-,-,563,455,9.0,0.3,0.3,0.04,0.14,no,2,0,0
13615,38,SNRNP200,mRNA,NW_005054684.1:153054-195832,+,-,4466,3965,12.0,0.2,0.2,0.28,0.48,no,2,0,0
14194,11,TBC1D9B,mRNA,NW_005054308.1:5660239-5688262,-,-,2210,2170,11.1,0.0,0.0,0.82,0.90,no,2,0,0
14383,17,THRAP3,mRNA,NW_005054478.1:96133-118357,-,-,3273,2513,11.5,0.4,0.4,0.01,0.07,no,2,0,0
14801,-38,TRAF6,mRNA,NW_005054312.1:7089480-7109677,+,-,342,415,8.6,-0.3,0.3,0.07,0.20,no,2,0,0
1632,23,CDKN2AIP,mRNA,NW_005054297.1:19032114-19036947,-,-,1037,797,9.8,0.4,0.4,0.01,0.05,no,2,0,0
3017,-11,EFCAB1,mRNA,NW_005054307.1:7060528-7065645,+,-,410,316,8.5,0.4,0.4,0.17,0.35,no,2,0,0
3908,-22,GATD3A,mRNA,NW_005054438.1:182146-190060,-,-,4195,5459,12.2,-0.4,0.4,0.11,0.27,no,2,0,0
4284,9,GRPEL1,mRNA,NW_005054372.1:3453480-3458938,+,-,1867,1845,10.9,0.0,0.0,0.90,0.95,no,2,0,0
6015,-34,LOC102034968,mRNA,NW_005054460.1:37925-46618,-,-,1478,1706,10.6,-0.2,0.2,0.33,0.54,no,2,0,0
10037,23,MOB3C,mRNA,NW_005054347.1:4171621-4193478,-,-,118,106,6.8,0.1,0.1,0.56,0.73,no,2,0,0
11302,-10,PFDN4,mRNA,NW_005054356.1:2733495-2735416,-,-,241,234,7.9,0.0,0.0,0.85,0.92,no,2,0,0
11945,38,PSMB6,mRNA,NW_005055180.1:1110-2534,+,-,4191,3916,12.0,0.1,0.1,0.70,0.83,no,2,0,0
12539,-5,RNF145,mRNA,NW_005054308.1:8743290-8787082,-,-,1652,1565,10.7,0.1,0.1,0.74,0.85,no,2,0,0
12831,-34,SAP18,mRNA,NW_005054302.1:3323441-3326246,-,-,22481,27106,14.6,-0.3,0.3,0.20,0.39,no,2,0,0
13295,-38,SLC25A26,mRNA,NW_005054317.1:3298133-3379503,-,-,68,61,6.0,0.2,0.2,0.61,0.77,no,2,0,0
13343,-26,SLC30A1,mRNA,NW_005054299.1:4417537-4426914,+,-,582,720,9.3,-0.3,0.3,0.26,0.46,no,2,0,0
13371,-8,SLC35E1,mRNA,NW_005054491.1:132960-138520,+,-,1161,1286,10.3,-0.1,0.1,0.27,0.47,no,2,0,0
13785,16,SPRYD3,mRNA,NW_005054793.1:1833-7038,-,-,963,820,9.8,0.2,0.2,0.23,0.42,no,2,0,0
15086,-21,TSEN54,mRNA,NW_005054370.1:2553405-2563836,-,-,290,325,8.3,-0.2,0.2,0.35,0.56,no,2,0,0
15422,-9,USP8,mRNA,NW_005054313.1:3152231-3169060,+,-,5782,6442,12.6,-0.2,0.2,0.24,0.44,no,2,0,0
15634,1,WDYHV1,mRNA,NW_005054321.1:5157103-5169012,+,-,164,126,7.2,0.4,0.4,0.16,0.34,no,2,0,0
15954,-4,ZNF639,mRNA,NW_005054309.1:5464209-5471483,-,-,171,221,7.6,-0.4,0.4,0.08,0.21,no,2,0,0
302,-10,AGPS,mRNA,NW_005054298.1:20718124-20758921,+,-,1612,2096,10.9,-0.4,0.4,0.01,0.06,no,2,0,0
1978,-29,CNIH1,mRNA,NW_005054303.1:13689665-13697135,+,-,271,293,8.1,-0.1,0.1,0.50,0.68,no,2,0,0
3187,23,ENY2,mRNA,NW_005054353.1:5055146-5060023,+,-,252,219,7.9,0.2,0.2,0.37,0.57,no,2,0,0
4641,7,HSPBAP1,mRNA,NW_005054298.1:9529231-9567701,+,-,34,37,5.1,-0.1,0.1,0.68,0.82,no,2,0,0
6404,-2,LOC102037518,mRNA,NW_005054685.1:60348-62192,+,-,39,50,5.5,-0.4,0.4,0.35,0.56,no,2,0,0
6949,-20,LOC102040799,mRNA,NW_005054436.1:1797538-1802914,-,-,29,32,4.9,-0.1,0.1,0.79,0.89,no,2,0,0
7288,16,LOC102043195,mRNA,NW_005054416.1:1182270-1195040,+,-,10605,12396,13.5,-0.2,0.2,0.30,0.50,no,2,0,0
7831,12,LOC106632169,mRNA,NW_005055535.1:3141-5944,-,-,485,624,9.1,-0.4,0.4,0.09,0.24,no,2,0,0
8816,12,LOC115948828,lnc_RNA,NW_005054546.1:663523-666557,+,-,88,110,6.6,-0.3,0.3,0.29,0.49,no,2,0,0
11755,23,PPP1R15B,mRNA,NW_005054681.1:98476-107649,+,-,27994,26627,14.7,0.1,0.1,0.65,0.80,no,2,0,0
12923,15,SDE2,mRNA,NW_005054434.1:1057379-1064702,+,-,26636,25530,14.7,0.1,0.1,0.73,0.85,no,2,0,0
13572,38,SMNDC1,mRNA,NW_005054300.1:2179588-2188651,+,-,16870,13289,13.9,0.3,0.3,0.13,0.30,no,2,0,0
15321,28,UGGT1,mRNA,NW_005054380.1:2673095-2711336,+,-,863,844,9.7,0.0,0.0,0.86,0.93,no,2,0,0
15874,-2,ZFYVE27,mRNA,NW_005054300.1:6141882-6146342,+,-,1684,1819,10.8,-0.1,0.1,0.56,0.73,no,2,0,0
880,38,ATP6V0B,mRNA,NW_005054347.1:2413346-2416961,+,-,3339,2855,11.6,0.2,0.2,0.10,0.24,no,2,0,0
1227,-19,CAB39L,mRNA,NW_005054322.1:4527207-4570719,-,-,1595,2072,10.8,-0.4,0.4,0.09,0.23,no,2,0,0
1897,-38,CLDN12,mRNA,NW_005054307.1:8018420-8024543,-,-,843,835,9.7,0.0,0.0,0.92,0.96,no,2,0,0
2261,-38,CSTF3,mRNA,NW_005054487.1:1112990-1149284,+,-,1352,1492,10.5,-0.1,0.1,0.48,0.66,no,2,0,0
2854,-6,DPP8,mRNA,NW_005054366.1:1600503-1622543,-,-,2012,1879,10.9,0.1,0.1,0.59,0.76,no,2,0,0
5011,-22,KANSL3,mRNA,NW_005054684.1:14701-30996,+,-,1020,814,9.8,0.3,0.3,0.20,0.39,no,2,0,0
6712,7,LOC102039442,mRNA,NW_005054456.1:1071983-1087379,+,-,368,449,8.7,-0.3,0.3,0.16,0.34,no,2,0,0
10376,-34,NAB1,mRNA,NW_005054298.1:28615251-28639679,-,-,400,488,8.8,-0.3,0.3,0.12,0.28,no,2,0,0
10439,-1,NCL,mRNA,NW_005054309.1:2824717-2831651,-,-,2376,2217,11.2,0.1,0.1,0.62,0.77,no,2,0,0
11544,-38,PLEKHF2,mRNA,NW_005054344.1:5046442-5066478,+,-,86,100,6.5,-0.2,0.2,0.36,0.56,no,2,0,0
14739,-15,TOP3B,mRNA,NW_005054330.1:3755140-3765539,-,-,215,268,7.9,-0.3,0.3,0.13,0.30,no,2,0,0
15436,-14,UTRN,mRNA,NW_005054316.1:2070206-2411747,-,-,362,279,8.3,0.4,0.4,0.14,0.31,no,2,0,0
144,-19,ACSS1,mRNA,NW_005054341.1:5551765-5581143,-,-,9067,10999,13.3,-0.3,0.3,0.17,0.36,no,2,0,0
800,18,ATAD1,mRNA,NW_005054615.1:96375-109550,-,-,9400,8294,13.1,0.2,0.2,0.30,0.50,no,2,0,0
1887,-38,CLCC1,mRNA,NW_005054357.1:1032951-1050846,-,-,3156,3642,11.7,-0.2,0.2,0.16,0.34,no,2,0,0
2028,27,COG4,mRNA,NW_005054343.1:3006735-3019517,-,-,922,711,9.7,0.4,0.4,0.02,0.10,no,2,0,0
3098,31,EIPR1,mRNA,NW_005054406.1:1199090-1263450,+,-,828,638,9.5,0.4,0.4,0.01,0.06,no,2,0,0
4708,-38,IFRD1,mRNA,NW_005054411.1:2028505-2037609,+,-,25866,21325,14.5,0.3,0.3,0.10,0.25,no,2,0,0
5309,-38,KYAT1,mRNA,NW_005054329.1:5481077-5491170,+,-,60,62,5.9,-0.1,0.1,0.82,0.90,no,2,0,0
6569,32,LOC102038541,mRNA,NW_005054300.1:10722645-10739664,-,-,1226,944,10.1,0.4,0.4,0.17,0.35,no,2,0,0
7056,-6,LOC102041498,mRNA,NW_005054301.1:15794097-15798616,-,-,4519,4650,12.2,0.0,0.0,0.86,0.93,no,2,0,0
11047,-1,PACSIN2,mRNA,NW_005054426.1:2210089-2241357,+,-,284,251,8.1,0.2,0.2,0.36,0.56,no,2,0,0
13013,35,SEPTIN6,mRNA,NW_005054314.1:1327869-1348034,-,-,1234,1231,10.3,0.0,0.0,0.99,0.99,no,2,0,0
15711,-38,XPOT,mRNA,NW_005054310.1:7693913-7716642,-,-,1377,1441,10.5,-0.1,0.1,0.66,0.81,no,2,0,0
8658,36,LOC115948630,mRNA,NW_005054451.1:751896-756817,+,-,46,45,5.5,0.0,0.0,0.97,0.98,no,2,0,0
10152,35,MRPS26,mRNA,NW_005054452.1:1630399-1632475,+,-,7459,6336,12.8,0.2,0.2,0.30,0.51,no,2,0,0
10790,-38,NSMCE1,mRNA,NW_005054399.1:2715744-2722826,-,-,154,191,7.4,-0.3,0.3,0.15,0.33,no,2,0,0
10998,24,OTUD5,mRNA,NW_005055242.1:5056-15087,+,-,761,856,9.7,-0.2,0.2,0.35,0.56,no,2,0,0
15279,37,UBFD1,mRNA,NW_005054399.1:2327857-2336513,-,-,857,851,9.7,0.0,0.0,0.96,0.98,no,2,0,0
1800,-31,CHMP1B,mRNA,NW_005054349.1:4945148-4951543,+,-,1500,1608,10.6,-0.1,0.1,0.42,0.62,no,2,0,0
2771,-38,DNAJB6,mRNA,NW_005054424.1:1137924-1186824,-,-,25242,29669,14.7,-0.2,0.2,0.35,0.55,no,2,0,0
3336,-38,EXT2,mRNA,NW_005054312.1:4618163-4691232,-,-,272,353,8.3,-0.4,0.4,0.04,0.15,no,2,0,0
3566,13,FBXO7,mRNA,NW_005054334.1:1042686-1051761,+,-,15966,15324,13.9,0.1,0.1,0.69,0.82,no,2,0,0
5190,-29,KIF20B,mRNA,NW_005054300.1:8879118-8909816,-,-,19,21,4.3,-0.1,0.1,0.72,0.84,no,2,0,0
5237,38,KLHDC4,mRNA,NW_005054373.1:1674689-1695394,-,-,161,140,7.2,0.2,0.2,0.24,0.44,no,2,0,0
8488,8,LOC115948422,lnc_RNA,NW_005054394.1:1101351-1120453,+,-,101,99,6.6,0.0,0.0,0.94,0.97,no,2,0,0
10264,38,MUL1,mRNA,NW_005054473.1:454026-457509,-,-,2873,2335,11.3,0.3,0.3,0.05,0.17,no,2,0,0
10829,-6,NUBP1,mRNA,NW_005054319.1:7383529-7389706,-,-,3958,3759,11.9,0.1,0.1,0.71,0.84,no,2,0,0
11166,4,PCNT,mRNA,NW_005054501.1:1007543-1078371,+,-,176,181,7.5,0.0,0.0,0.88,0.94,no,2,0,0
13033,5,SERPINF2,mRNA,NW_005054387.1:2158394-2165929,+,-,855,900,9.8,-0.1,0.1,0.75,0.86,no,2,0,0
338,-22,AK2,mRNA,NW_005054436.1:1560607-1566991,+,-,152909,198230,17.4,-0.4,0.4,0.04,0.14,no,2,0,0
915,-37,ATXN3,mRNA,NW_005054303.1:697201-711373,-,-,4524,4623,12.2,0.0,0.0,0.89,0.94,no,2,0,0
1028,-25,BCOR,mRNA,NW_005054374.1:2596816-2648233,-,-,279,355,8.3,-0.3,0.3,0.08,0.21,no,2,0,0
2334,-35,CUNH12orf43,mRNA,NW_005054330.1:6430378-6434416,-,-,364,472,8.7,-0.4,0.4,0.04,0.15,no,2,0,0
2957,1,E2F5,mRNA,NW_005054344.1:1290359-1303800,+,-,794,825,9.7,-0.1,0.1,0.84,0.92,no,2,0,0
7805,-23,LOC106632108,mRNA,NW_005054791.1:36368-44475,-,-,1402,1817,10.7,-0.4,0.4,0.08,0.22,no,2,0,0
14226,21,TCEA1,mRNA,NW_005054305.1:9840306-9866727,-,-,588,494,9.1,0.3,0.3,0.08,0.22,no,2,0,0
14645,-37,TMEM94,mRNA,NW_005054370.1:2646858-2685341,-,-,101,115,6.8,-0.2,0.2,0.50,0.68,no,2,0,0
2728,29,DLST,mRNA,NW_005054301.1:6176630-6188284,-,-,4320,4404,12.1,0.0,0.0,0.87,0.93,no,2,0,0
3562,-37,FBXO45,mRNA,NW_005054380.1:1848199-1854009,-,-,218,225,7.8,-0.1,0.1,0.84,0.91,no,2,0,0
4483,-19,HIGD1A,mRNA,NW_005054474.1:733609-740653,-,-,1846,2391,11.0,-0.4,0.4,0.06,0.17,no,2,0,0
7142,37,LOC102042210,mRNA,NW_005054588.1:538552-539523,-,-,61,62,5.9,0.0,0.0,0.89,0.95,no,2,0,0
10061,-28,MPC1,mRNA,NW_005054299.1:21110916-21114530,-,-,11274,14604,13.7,-0.4,0.4,0.10,0.26,no,2,0,0
10476,37,NDUFA9,mRNA,NW_005054426.1:1116009-1128063,-,-,1475,1191,10.4,0.3,0.3,0.08,0.23,no,2,0,0
13475,-37,SLC7A6,mRNA,NW_005054343.1:1875012-1896198,-,-,90,99,6.6,-0.1,0.1,0.58,0.75,no,2,0,0
14122,-37,TAF12,mRNA,NW_005054428.1:68156-72421,+,-,154,175,7.4,-0.2,0.2,0.34,0.55,no,2,0,0
14248,37,TCOF1,mRNA,NW_005054308.1:6047491-6067328,+,-,504,452,8.9,0.2,0.2,0.47,0.66,no,2,0,0
15181,24,TUBGCP3,mRNA,NW_005054315.1:3165253-3225136,-,-,378,319,8.4,0.2,0.2,0.36,0.57,no,2,0,0
4100,-22,GNPTAB,mRNA,NW_005054326.1:4744969-4783252,+,-,481,476,8.9,0.0,0.0,0.94,0.97,no,2,0,0
4367,29,HADH,mRNA,NW_005054304.1:13974991-13993111,-,-,1540,1321,10.5,0.2,0.2,0.28,0.48,no,2,0,0
6563,16,LOC102038524,mRNA,NW_005054502.1:864910-888378,-,-,327,252,8.2,0.4,0.4,0.04,0.14,no,2,0,0
10782,14,NSD3,mRNA,NW_005054597.1:428862-459743,-,-,5789,5313,12.4,0.1,0.1,0.42,0.62,no,2,0,0
12094,7,QKI,mRNA,NW_005054299.1:19740721-19850682,+,-,5439,4877,12.3,0.2,0.2,0.29,0.50,no,2,0,0
12577,-37,RNF8,mRNA,NW_005054299.1:12800972-12811138,-,-,1322,1330,10.4,0.0,0.0,0.96,0.98,no,2,0,0
13294,14,SLC25A25,mRNA,NW_005054329.1:5995616-6010720,+,-,316,338,8.4,-0.1,0.1,0.62,0.77,no,2,0,0
13604,-28,SNAPC5,mRNA,NW_005054366.1:2078464-2080456,-,-,1407,1821,10.7,-0.4,0.4,0.11,0.27,no,2,0,0
15604,12,WDR45B,mRNA,NW_005054370.1:472612-486428,+,-,2014,2034,11.0,0.0,0.0,0.90,0.95,no,2,0,0
1728,37,CFAP20,mRNA,NW_005054343.1:4439386-4443614,-,-,698,606,9.3,0.2,0.2,0.28,0.49,no,2,0,0
5274,28,KLHL7,mRNA,NW_005054333.1:5098412-5118189,-,-,6244,4828,12.4,0.4,0.4,0.04,0.14,no,2,0,0
5300,-37,KRIT1,mRNA,NW_005054307.1:7207603-7228036,+,-,107,117,6.8,-0.1,0.1,0.48,0.67,no,2,0,0
10198,37,MTA1,mRNA,NW_005054421.1:744062-805422,-,-,451,474,8.9,-0.1,0.1,0.70,0.83,no,2,0,0
11340,18,PHB2,mRNA,NW_005054320.1:8225415-8231625,-,-,5505,4684,12.3,0.2,0.2,0.31,0.52,no,2,0,0
13529,-13,SMARCA5,mRNA,NW_005054453.1:1571190-1591447,+,-,2846,2200,11.3,0.4,0.4,0.05,0.17,no,2,0,0
1317,-37,CAPZA2,mRNA,NW_005054324.1:1405362-1422510,+,-,946,1002,9.9,-0.1,0.1,0.58,0.75,no,2,0,0
2408,-26,CUNH4orf33,mRNA,NW_005054527.1:157962-163515,-,-,586,470,9.0,0.3,0.3,0.12,0.29,no,2,0,0
3085,-21,EIF4E,mRNA,NW_005054304.1:10770458-10801918,-,-,7400,6163,12.7,0.3,0.3,0.18,0.36,no,2,0,0
3553,12,FBXO33,mRNA,NW_005054301.1:6678412-6697547,+,-,5972,4621,12.4,0.4,0.4,0.07,0.19,no,2,0,0
3825,3,GABARAPL2,mRNA,NW_005054373.1:3649225-3661711,-,-,6043,5334,12.5,0.2,0.2,0.43,0.63,no,2,0,0
10952,-8,OPTN,mRNA,NW_005054409.1:724410-740099,+,-,1007,804,9.8,0.3,0.3,0.05,0.16,no,2,0,0
12690,22,RPS21,mRNA,NW_005054337.1:97713-100660,-,-,2613,2417,11.3,0.1,0.1,0.73,0.85,no,2,0,0
14209,37,TBRG4,mRNA,NW_005054724.1:138899-147113,-,-,547,483,9.0,0.2,0.2,0.32,0.52,no,2,0,0
14477,-37,TMED10,mRNA,NW_005054301.1:6067146-6082230,+,-,8349,9848,13.2,-0.2,0.2,0.30,0.50,no,2,0,0
15080,34,TSC2,mRNA,NW_005054399.1:1652139-1683819,+,-,2205,1706,10.9,0.4,0.4,0.08,0.22,no,2,0,0
15494,22,VPS13B,mRNA,NW_005054353.1:849135-1280522,+,-,2898,2241,11.3,0.4,0.4,0.01,0.06,no,2,0,0
15853,-32,ZFAND2B,mRNA,NW_005054298.1:14155805-14161901,+,-,9848,12361,13.4,-0.3,0.3,0.05,0.17,no,2,0,0
2677,11,DHX8,mRNA,NW_005054559.1:311041-327616,-,-,3701,3444,11.8,0.1,0.1,0.51,0.69,no,2,0,0
3313,-1,EXD3,mRNA,NW_005054358.1:451531-702658,-,-,64,56,5.9,0.2,0.2,0.43,0.63,no,2,0,0
4101,21,GNPTG,mRNA,NW_005054399.1:2863404-2873185,+,-,825,639,9.5,0.4,0.4,0.03,0.11,no,2,0,0
10711,37,NPEPL1,mRNA,NW_005054356.1:1489147-1502077,-,-,252,198,7.8,0.3,0.3,0.08,0.22,no,2,0,0
10796,-15,NSUN3,mRNA,NW_005054338.1:977864-991945,+,-,36,35,5.1,0.0,0.0,0.94,0.97,no,2,0,0
10847,-37,NUDT4,mRNA,NW_005054331.1:3292180-3318523,+,-,788,1015,9.8,-0.4,0.4,0.01,0.06,no,2,0,0
11397,-37,PIEZO1,mRNA,NW_005054373.1:2181111-2204176,-,-,348,426,8.6,-0.3,0.3,0.27,0.48,no,2,0,0
11739,-4,PPM1E,mRNA,NW_005054368.1:2723698-2782302,-,-,143,176,7.3,-0.3,0.3,0.23,0.43,no,2,0,0
11750,-37,PPP1CC,mRNA,NW_005054362.1:3284644-3290079,-,-,436,559,9.0,-0.4,0.4,0.02,0.09,no,2,0,0
12209,-23,RALGAPA2,mRNA,NW_005054341.1:5127950-5221604,+,-,1174,1150,10.2,0.0,0.0,0.89,0.95,no,2,0,0
12684,37,RPS16,mRNA,NW_005054310.1:1643533-1646397,-,-,4153,3435,11.9,0.3,0.3,0.30,0.51,no,2,0,0
13623,-9,SNRPB2,mRNA,NW_005054396.1:2886054-2893699,-,-,93,90,6.5,0.0,0.0,0.82,0.90,no,2,0,0
143,-8,ACSL6,mRNA,NW_005054308.1:1974063-2030376,+,-,1000,973,9.9,0.0,0.0,0.88,0.94,no,2,0,0
4300,0,GSK3B,mRNA,NW_005054320.1:5735159-5893583,-,-,1271,1272,10.3,0.0,0.0,0.99,1.00,no,2,0,0
4591,-27,HPS6,mRNA,NW_005054300.1:5804290-5814024,+,-,1733,2183,10.9,-0.3,0.3,0.04,0.14,no,2,0,0
9315,30,LOC115949452,mRNA,NW_005062338.1:55-859,+,-,75,58,6.1,0.4,0.4,0.46,0.65,no,2,0,0
12767,28,RTN4IP1,mRNA,NW_005054417.1:124324-147028,+,-,13,10,3.5,0.3,0.3,0.52,0.70,no,2,0,0
12955,4,SEC24C,mRNA,NW_005054300.1:12369184-12399457,+,-,1415,1222,10.4,0.2,0.2,0.11,0.26,no,2,0,0
13687,-9,SOS2,mRNA,NW_005054303.1:14962000-15016775,+,-,260,274,8.1,-0.1,0.1,0.76,0.87,no,2,0,0
1957,-23,CMIP,mRNA,NW_005054503.1:857079-986873,-,-,1837,2368,11.0,-0.4,0.4,0.07,0.20,no,2,0,0
2198,28,CRKL,mRNA,NW_005054483.1:714957-732551,-,-,4963,4067,12.1,0.3,0.3,0.03,0.12,no,2,0,0
2781,14,DNAJC17,mRNA,NW_005054416.1:2151133-2165632,+,-,1773,1760,10.8,0.0,0.0,0.95,0.97,no,2,0,0
4607,-37,HSBP1,mRNA,NW_005054373.1:195855-199656,-,-,1260,1527,10.4,-0.3,0.3,0.04,0.14,no,2,0,0
5102,-37,KCTD10,mRNA,NW_005054362.1:4088635-4098506,-,-,168,212,7.6,-0.3,0.3,0.17,0.36,no,2,0,0
9077,37,LOC115949193,mRNA,NW_005055010.1:21975-28427,+,-,10,8,3.2,0.3,0.3,0.60,0.76,no,1,0,0
9575,18,LYPLA2,mRNA,NW_005054436.1:1220799-1224271,-,-,768,712,9.5,0.1,0.1,0.43,0.63,no,2,0,0
10039,-20,MOCS1,mRNA,NW_005054299.1:11219277-11240003,+,-,16156,16806,14.0,-0.1,0.1,0.74,0.86,no,2,0,0
10530,-37,NELFA,mRNA,NW_005054372.1:86864-113690,-,-,1067,1015,10.0,0.1,0.1,0.64,0.79,no,2,0,0
12740,-19,RSBN1,mRNA,NW_005054545.1:223741-238395,-,-,3549,4235,11.9,-0.3,0.3,0.09,0.24,no,2,0,0
12974,0,SELENON,mRNA,NW_005054436.1:747488-759097,-,-,69,86,6.3,-0.3,0.3,0.31,0.51,no,2,0,0
13718,-18,SPAG9,mRNA,NW_005054370.1:3626045-3662280,-,-,2351,2541,11.3,-0.1,0.1,0.58,0.75,no,2,0,0
15833,32,ZDHHC16,mRNA,NW_005054300.1:6092169-6095928,+,-,973,934,9.9,0.1,0.1,0.73,0.85,no,2,0,0
482,30,ANKRD13C,mRNA,NW_005054555.1:655573-670481,+,-,1065,833,9.9,0.4,0.4,0.05,0.16,no,2,0,0
2867,-32,DR1,mRNA,NW_005054336.1:3163981-3175226,+,-,4970,5389,12.3,-0.1,0.1,0.52,0.70,no,2,0,0
4331,-31,GTPBP1,mRNA,NW_005054334.1:3494920-3508599,+,-,4406,4840,12.2,-0.1,0.1,0.47,0.66,no,2,0,0
4973,9,JADE3,mRNA,NW_005054342.1:4306121-4352727,-,-,84,74,6.3,0.2,0.2,0.49,0.68,no,2,0,0
7176,37,LOC102042494,mRNA,NW_005054559.1:546595-552720,-,-,7079,6914,12.8,0.0,0.0,0.87,0.93,no,2,0,0
10468,26,NDUFA10,mRNA,NW_005054586.1:499591-528991,-,-,6502,5045,12.5,0.4,0.4,0.08,0.22,no,2,0,0
11313,-12,PGAP1,mRNA,NW_005054298.1:26513855-26544105,+,-,744,693,9.5,0.1,0.1,0.78,0.88,no,2,0,0
12772,20,RUBCN,mRNA,NW_005054309.1:2525833-2543869,-,-,1740,1752,10.8,0.0,0.0,0.95,0.97,no,2,0,0
13196,14,SIRT7,mRNA,NW_005054578.1:250265-254220,+,-,355,312,8.4,0.2,0.2,0.30,0.51,no,2,0,0
13274,16,SLC23A3,mRNA,NW_005054298.1:14129902-14134220,-,-,605,569,9.2,0.1,0.1,0.69,0.83,no,2,0,0
15809,37,ZC3H15,mRNA,NW_005054592.1:38278-47856,+,-,11930,9828,13.4,0.3,0.3,0.10,0.26,no,2,0,0
1077,2,BLOC1S6,mRNA,NW_005054313.1:3290390-3297185,-,-,2940,2283,11.4,0.4,0.4,0.04,0.15,no,2,0,0
1134,-37,BRF1,mRNA,NW_005054303.1:9385993-9558404,-,-,152,163,7.3,-0.1,0.1,0.73,0.85,no,2,0,0
3093,25,EIF4H,mRNA,NW_005054531.1:146622-154771,-,-,10428,8096,13.2,0.4,0.4,0.04,0.14,no,2,0,0
3484,7,FAM91A1,mRNA,NW_005054321.1:5280262-5305856,+,-,624,484,9.1,0.4,0.4,0.01,0.07,no,2,0,0
4062,-7,GMCL1,mRNA,NW_005054647.1:239668-254152,+,-,22907,21940,14.5,0.1,0.1,0.76,0.86,no,2,0,0
7473,-25,LOC102044410,mRNA,NW_005054399.1:1396133-1407449,-,-,40503,44353,15.4,-0.1,0.1,0.35,0.55,no,2,0,0
9601,37,MACO1,mRNA,NW_005054436.1:843744-867212,-,-,7006,6656,12.7,0.1,0.1,0.65,0.80,no,2,0,0
12665,-37,RPN1,mRNA,NW_005054339.1:5618656-5625347,+,-,3582,3949,11.9,-0.1,0.1,0.42,0.62,no,2,0,0
13867,-37,SSU72,mRNA,NW_005054449.1:289685-310974,-,-,1523,1735,10.7,-0.2,0.2,0.25,0.45,no,2,0,0
14124,8,TAF15,mRNA,NW_005054387.1:1009196-1026371,+,-,1349,1049,10.2,0.4,0.4,0.09,0.24,no,2,0,0
