Index,Sort order,GeneID,gene_type,locus,strand,sex-linked,avg mICRA,avg mUCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
6785,0,LOC102039866,lnc_RNA,NW_005054315.1:6277399-6396715,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6786,0,LOC102039876,mRNA,NW_005054356.1:25629-25991,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6791,0,LOC102039897,mRNA,NW_005054522.1:75647-252096,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6792,0,LOC102039900,mRNA,NW_005054600.1:438136-440706,-,-,0,0,-3.321928095,0,0,0.984335512,1,no,0,0,0
6793,0,LOC102039904,mRNA,NW_005054665.1:41775-47209,+,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
6798,0,LOC102039932,mRNA,NW_005054337.1:3474460-3488863,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6799,0,LOC102039941,mRNA,NW_005054373.1:2693825-2694531,-,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
6801,0,LOC102039957,mRNA,NW_005054518.1:79440-80580,+,-,0,0,-3.321928095,0,0,0.822899988,1,no,0,0,0
6805,0,LOC102039967,mRNA,NW_005055457.1:7-4254,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6812,0,LOC102040008,mRNA,NW_005054547.1:14041-482717,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6815,0,LOC102040025,lnc_RNA,NW_005054305.1:894051-917006,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6817,0,LOC102040045,mRNA,NW_005054346.1:240207-265031,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6820,0,LOC102040055,mRNA,NW_005054408.1:213038-260583,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6822,0,LOC102040070,mRNA,NW_005054615.1:270387-276492,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6834,0,LOC102040135,pseudogene,NW_005055465.1:3721-8666,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6840,0,LOC102040177,mRNA,NW_005054574.1:206950-218018,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6845,0,LOC102040209,lnc_RNA,NW_005054343.1:275644-293138,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6850,0,LOC102040239,mRNA,NW_005054665.1:70920-74626,+,-,0,0,-3.321928095,0,0,0.897068357,1,no,0,0,0
6852,0,LOC102040253,pseudogene,NW_005054307.1:7902667-7908554,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6862,0,LOC102040305,lnc_RNA,NW_005054303.1:10229014-10232540,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6863,0,LOC102040310,pseudogene,NW_005054308.1:5835303-5837784,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6865,0,LOC102040313,mRNA,NW_005054315.1:7167835-7201353,-,-,0,0,-3.321928095,0,0,0.839753707,1,no,0,0,0
6870,0,LOC102040350,mRNA,NW_005054815.1:552-7763,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6877,0,LOC102040379,lnc_RNA,NW_005054343.1:673541-687997,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6885,0,LOC102040427,mRNA,NW_005054306.1:11792789-11817698,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6891,0,LOC102040506,mRNA,NW_005054412.1:92407-118245,+,-,0,0,-3.321928095,0,0,0.900010343,1,no,0,0,0
6894,0,LOC102040514,mRNA,NW_005054444.1:1253580-1256239,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6896,0,LOC102040521,mRNA,NW_005054536.1:35683-38338,+,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
6897,0,LOC102040522,mRNA,NW_005054574.1:504356-512415,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6898,0,LOC102040525,mRNA,NW_005054657.1:55041-59052,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6901,0,LOC102040530,lnc_RNA,NW_005054297.1:25333435-25351410,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6909,0,LOC102040578,mRNA,NW_005054512.1:578206-584004,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6912,0,LOC102040594,lnc_RNA,NW_005054303.1:10612528-10620322,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6913,0,LOC102040600,mRNA,NW_005054310.1:10703264-10709872,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6915,0,LOC102040611,mRNA,NW_005054333.1:5643263-5652121,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6919,0,LOC102040627,mRNA,NW_005054397.1:1414200-1419164,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6922,0,LOC102040638,mRNA,NW_005054567.1:598125-664465,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6926,0,LOC102040680,mRNA,NW_005054444.1:1262061-1267940,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6930,0,LOC102040694,mRNA,NW_005075099.1:6-293,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6934,0,LOC102040724,mRNA,NW_005054356.1:284071-696770,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6935,0,LOC102040728,mRNA,NW_005054371.1:1860306-1866888,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6937,0,LOC102040733,lnc_RNA,NW_005054415.1:422125-432001,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6938,0,LOC102040747,mRNA,NW_005054665.1:221484-226562,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6941,0,LOC102040754,mRNA,NW_005055152.1:6920-20128,+,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
6948,0,LOC102040797,mRNA,NW_005054397.1:1424917-1430515,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6950,0,LOC102040815,mRNA,NW_005054992.1:211-573,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6960,0,LOC102040863,mRNA,NW_005054588.1:380680-401750,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6962,0,LOC102040867,mRNA,NW_005056645.1:140-2456,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6975,0,LOC102040968,mRNA,NW_005054426.1:900173-910374,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
6980,0,LOC102040989,lnc_RNA,NW_005054297.1:25535902-25537808,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6984,0,LOC102041025,mRNA,NW_005054588.1:437616-453984,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6985,0,LOC102041026,mRNA,NW_005054608.1:39926-245857,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6986,0,LOC102041027,mRNA,NW_005054658.1:4288-24644,+,-,0,0,-3.321928095,0,0,0.746035527,1,no,0,0,0
6987,0,LOC102041030,mRNA,NW_005076409.1:4-264,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6988,0,LOC102041039,mRNA,NW_005054303.1:1761200-1767139,-,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
6992,0,LOC102041053,mRNA,NW_005054340.1:85345-94341,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6994,0,LOC102041070,mRNA,NW_005054504.1:110721-117138,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
6995,0,LOC102041073,mRNA,NW_005054615.1:284274-287917,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
6998,0,LOC102041084,mRNA,NW_005054298.1:4208035-4218209,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7005,0,LOC102041151,mRNA,NW_005054992.1:21969-22352,-,-,0,0,-3.321928095,0,0,0.822899988,1,no,0,0,0
7007,0,LOC102041176,mRNA,NW_005054402.1:305986-306912,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7010,0,LOC102041190,mRNA,NW_005054588.1:468209-486492,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7011,0,LOC102041195,mRNA,NW_005056737.1:583-2772,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7012,0,LOC102041198,mRNA,NW_005054298.1:16512168-16577734,-,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
7013,0,LOC102041207,mRNA,NW_005054303.1:1773013-1777428,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7014,0,LOC102041213,mRNA,NW_005054316.1:3547007-3563284,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7015,0,LOC102041232,pseudogene,NW_005054385.1:981148-1016701,-,-,0,0,-3.321928095,0,0,0.982708171,1,no,0,0,0
7018,0,LOC102041238,mRNA,NW_005054426.1:985072-987991,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7021,0,LOC102041248,mRNA,NW_005054615.1:297204-305649,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7029,0,LOC102041327,mRNA,NW_005054992.1:28343-28701,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7031,0,LOC102041332,mRNA,NW_005054303.1:11283273-11283908,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7034,0,LOC102041347,mRNA,NW_005054367.1:2100315-2317624,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7035,0,LOC102041351,mRNA,NW_005054402.1:311329-312285,+,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
7037,0,LOC102041369,mRNA,NW_005056746.1:664-2826,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7045,0,LOC102041424,mRNA,NW_005055174.1:9883-18465,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7047,0,LOC102041445,mRNA,NW_005054325.1:6995726-6999397,-,-,0,0,-3.321928095,0,0,0.870322937,1,no,0,0,0
7053,0,LOC102041474,mRNA,NW_005054436.1:1173082-1175086,+,-,0,0,-3.321928095,0,0,0.859884697,1,no,0,0,0
7057,0,LOC102041502,mRNA,NW_005054308.1:4539309-4544752,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7059,0,LOC102041540,mRNA,NW_005056799.1:1372-2185,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7060,0,LOC102041551,mRNA,NW_005054303.1:1806680-1813243,-,-,0,0,-3.321928095,0,0,0.740355753,1,no,0,0,0
7062,0,LOC102041557,lnc_RNA,NW_005054316.1:3687259-3691396,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7064,0,LOC102041582,mRNA,NW_005054421.1:9700-26430,+,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
7065,0,LOC102041595,mRNA,NW_005054706.1:10025-121555,+,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7066,0,LOC102041598,mRNA,NW_005054994.1:12570-20793,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7077,0,LOC102041707,mRNA,NW_005054588.1:413982-425391,+,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7079,0,LOC102041724,mRNA,NW_005054303.1:1823904-1839376,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7085,0,LOC102041776,pseudogene,NW_005055177.1:2580-10976,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7086,0,LOC102041781,mRNA,NW_005054302.1:3699115-3699831,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7094,0,LOC102041864,lnc_RNA,NW_005054412.1:1420792-1434240,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7097,0,LOC102041874,pseudogene,NW_005054490.1:831490-832262,+,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
7099,0,LOC102041885,mRNA,NW_005054298.1:16820102-16910443,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7109,0,LOC102041951,mRNA,NW_005054308.1:4665213-4668024,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7129,0,LOC102042130,pseudogene,NW_005054332.1:5807200-5854006,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7130,0,LOC102042148,mRNA,NW_005054383.1:2076225-2080066,-,-,0,0,-3.321928095,0,0,0.962000693,1,no,0,0,0
7135,0,LOC102042159,mRNA,NW_005054531.1:2449-6099,-,-,0,0,-3.321928095,0,0,0.934406992,1,no,0,0,0
7140,0,LOC102042174,mRNA,NW_005054303.1:11855880-11857427,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7159,0,LOC102042338,mRNA,NW_005054303.1:11873746-11883691,+,-,0,0,-3.321928095,0,0,0.951308096,1,no,0,0,0
7165,0,LOC102042383,mRNA,NW_005054298.1:16936240-16979724,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7168,0,LOC102042435,mRNA,NW_005054675.1:179629-214808,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7200,0,LOC102042684,lnc_RNA,NW_005054352.1:2129240-2205754,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7209,0,LOC102042731,lnc_RNA,NW_005054334.1:5804513-5806680,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7211,0,LOC102042750,mRNA,NW_005054436.1:1315464-1322494,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7212,0,LOC102042759,mRNA,NW_005054595.1:256859-282854,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7219,0,LOC102042778,mRNA,NW_005054305.1:5634970-5645044,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7224,0,LOC102042830,mRNA,NW_005054622.1:353887-426613,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7229,0,LOC102042845,mRNA,NW_005054324.1:4167263-4184199,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7231,0,LOC102042862,mRNA,NW_005054425.1:329912-353838,-,-,0,0,-3.321928095,0,0,0.927500006,1,no,0,0,0
7233,0,LOC102042878,mRNA,NW_005057110.1:497-2441,+,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
7235,0,LOC102042915,mRNA,NW_005054404.1:1984662-1995066,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7241,0,LOC102042938,mRNA,NW_005054298.1:6820587-6829041,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7242,0,LOC102042939,mRNA,NW_005054301.1:4206249-4601004,-,-,0,0,-3.321928095,0,0,0.822899989,1,no,0,0,0
7252,0,LOC102043012,mRNA,NW_005054324.1:4196223-4198151,+,-,0,0,-3.321928095,0,0,0.822899988,1,no,0,0,0
7254,0,LOC102043025,lnc_RNA,NW_005054402.1:1503778-1515666,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7265,0,LOC102043072,mRNA,NW_005054357.1:2577524-2578754,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7266,0,LOC102043077,mRNA,NW_005054385.1:2393078-2415756,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7268,0,LOC102043090,lnc_RNA,NW_005054477.1:53645-164748,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7271,0,LOC102043101,mRNA,NW_005054732.1:5013-34255,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7280,0,LOC102043152,mRNA,NW_005054457.1:1109371-1114295,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7281,0,LOC102043153,mRNA,NW_005054474.1:85771-116571,-,-,0,0,-3.321928095,0,0,0.904617011,1,no,0,0,0
7282,0,LOC102043156,mRNA,NW_005054509.1:43259-45157,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7296,0,LOC102043266,mRNA,NW_005054637.1:261594-293999,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7304,0,LOC102043307,mRNA,NW_005054369.1:643346-647532,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7305,0,LOC102043322,mRNA,NW_005054457.1:1116733-1124461,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7310,0,LOC102043340,mRNA,NW_005057229.1:82-1647,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7312,0,LOC102043342,mRNA,NW_005054300.1:6552239-6589521,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7313,0,LOC102043345,lnc_RNA,NW_005054306.1:10397424-10403231,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7317,0,LOC102043368,transcript,NW_005054434.1:775552-790466,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7319,0,LOC102043387,mRNA,NW_005054300.1:16902799-16905540,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7329,0,LOC102043478,mRNA,NW_005054369.1:657679-710191,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7335,0,LOC102043512,pseudogene,NW_005055608.1:617-4313,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7336,0,LOC102043513,mRNA,NW_005057265.1:1277-1676,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7337,0,LOC102043532,mRNA,NW_005054370.1:656463-658523,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7346,0,LOC102043598,mRNA,NW_005054555.1:185514-273228,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7347,0,LOC102043602,mRNA,NW_005054637.1:279562-280473,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7348,0,LOC102043606,mRNA,NW_005054710.1:56146-61840,+,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
7349,0,LOC102043607,mRNA,NW_005054732.1:126048-139035,+,-,0,0,-3.321928095,0,0,0.822899989,1,no,0,0,0
7351,0,LOC102043616,mRNA,NW_005054305.1:10108977-10231271,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7355,0,LOC102043642,mRNA,NW_005054369.1:723582-738042,+,-,0,0,-3.321928095,0,0,0.879488269,1,no,0,0,0
7367,0,LOC102043739,mRNA,NW_005054355.1:4813512-4820438,-,-,0,0,-3.321928095,0,0,0.845419926,1,no,0,0,0
7368,0,LOC102043764,mRNA,NW_005054637.1:281257-282203,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7373,0,LOC102043776,mRNA,NW_005054304.1:4143439-4190944,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7374,0,LOC102043789,mRNA,NW_005054328.1:3100776-3102277,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7377,0,LOC102043815,mRNA,NW_005054426.1:1028552-1081659,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7380,0,LOC102043832,mRNA,NW_005054659.1:264353-265312,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7383,0,LOC102043838,transcript,NW_005054300.1:7085374-7127395,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7391,0,LOC102043925,mRNA,NW_005054637.1:283688-284566,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7392,0,LOC102043928,mRNA,NW_005054710.1:67710-68147,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7395,0,LOC102043938,pseudogene,NW_005054304.1:4535173-4536512,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7396,0,LOC102043942,mRNA,NW_005054311.1:3988743-4012679,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7403,0,LOC102043993,mRNA,NW_005054596.1:95399-105750,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7409,0,LOC102044053,lnc_RNA,NW_005054307.1:1766572-1816053,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7412,0,LOC102044079,mRNA,NW_005054399.1:2444704-2446103,-,-,0,0,-3.321928095,0,0,0.866458712,1,no,0,0,0
7417,0,LOC102044098,mRNA,NW_005054637.1:286004-286882,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7420,0,LOC102044101,mRNA,NW_005054710.1:111708-112244,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7423,0,LOC102044139,mRNA,NW_005054377.1:890831-905138,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7424,0,LOC102044144,mRNA,NW_005054387.1:207810-223279,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7425,0,LOC102044148,mRNA,NW_005054419.1:2354979-2356477,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7428,0,LOC102044155,mRNA,NW_005054509.1:936125-936778,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7435,0,LOC102044220,mRNA,NW_005054308.1:11258374-11262894,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7436,0,LOC102044232,pseudogene,NW_005054337.1:3814353-3818448,+,-,0,0,-3.321928095,0,0,0.845419926,1,no,0,0,0
7439,0,LOC102044237,mRNA,NW_005054356.1:2741592-2753012,+,-,0,0,-3.321928095,0,0,0.845420224,1,no,0,0,0
7446,0,LOC102044265,mRNA,NW_005054610.1:80315-82527,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7447,0,LOC102044266,mRNA,NW_005054637.1:288088-290414,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7449,0,LOC102044273,mRNA,NW_005055201.1:8-2511,+,-,0,0,-3.321928095,0,0,0.845420224,1,no,0,0,0
7452,0,LOC102044304,pseudogene,NW_005054379.1:502131-502977,+,-,0,0,-3.321928095,0,0,0.779761411,1,no,0,0,0
7457,0,LOC102044330,mRNA,NW_005055641.1:3267-3629,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7465,0,LOC102044380,mRNA,NW_005054302.1:5395140-5396819,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7471,0,LOC102044400,mRNA,NW_005054355.1:87561-119086,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7476,0,LOC102044424,mRNA,NW_005054472.1:648982-650649,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7480,0,LOC102044446,mRNA,NW_005054309.1:8618162-8801487,-,-,0,0,-3.321928095,0,0,0.90461678,1,no,0,0,0
7487,0,LOC102044488,pseudogene,NW_005054519.1:714185-715770,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7488,0,LOC102044492,mRNA,NW_005054596.1:221962-228390,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7497,0,LOC102044541,mRNA,NW_005054610.1:98223-101342,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7498,0,LOC102044552,mRNA,NW_005054302.1:5415847-5417567,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7520,0,LOC102044667,pseudogene,NW_005054835.1:16991-30862,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7525,0,LOC102044689,mRNA,NW_005054347.1:581156-623942,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7531,0,LOC102044711,mRNA,NW_005054610.1:113026-118975,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7537,0,LOC102044755,mRNA,NW_005054430.1:1665676-1666625,-,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
7539,0,LOC102044770,mRNA,NW_005054637.1:303762-305731,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7541,0,LOC102044776,mRNA,NW_005055036.1:24765-25811,-,-,0,0,-3.321928095,0,0,0.982708171,1,no,0,0,0
7550,0,LOC102044838,mRNA,NW_005054299.1:22197298-22203303,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7555,0,LOC102044874,mRNA,NW_005054610.1:272386-276295,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7560,0,LOC102044904,mRNA,NW_005054344.1:1232930-1250563,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7566,0,LOC102044937,mRNA,NW_005054680.1:101991-102740,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7567,0,LOC102044941,mRNA,NW_005054903.1:1431-32863,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7577,0,LOC102045001,mRNA,NW_005054839.1:46582-50853,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7578,0,LOC102045002,mRNA,NW_005057799.1:218-1147,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7579,0,LOC102045005,mRNA,NW_005054299.1:22210887-22216787,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7580,0,LOC102045009,mRNA,NW_005054308.1:5826687-5827984,+,-,0,0,-3.321928095,0,0,0.920524364,1,no,0,0,0
7587,0,LOC102045040,mRNA,NW_005054610.1:280813-285326,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7588,0,LOC102045046,mRNA,NW_005054299.1:22222074-22226846,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7597,0,LOC102045079,mRNA,NW_005054371.1:1871850-1877849,-,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7608,0,LOC102045119,pseudogene,NW_005054305.1:12912556-12915742,-,-,0,0,-3.321928095,0,0,0.845420224,1,no,0,0,0
7615,0,LOC102045169,mRNA,NW_005055703.1:578-1407,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7616,0,LOC102045170,mRNA,NW_005057847.1:27-878,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7618,0,LOC102045173,mRNA,NW_005054299.1:22279110-22318980,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7620,0,LOC102045187,mRNA,NW_005054341.1:5776026-5779378,-,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7622,0,LOC102045200,mRNA,NW_005054463.1:1321181-1375236,+,-,0,0,-3.321928095,0,0,1,1,no,0,0,0
7624,0,LOC102045206,mRNA,NW_005054589.1:526045-527040,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7626,0,LOC102045216,mRNA,NW_005054302.1:7036122-7042547,+,-,0,0,-3.321928095,0,0,0.934407599,1,no,0,0,0
7627,0,LOC102045228,mRNA,NW_005054319.1:2643207-2651022,-,-,0,0,-3.321928095,0,0,0.879487969,1,no,0,0,0
7633,0,LOC102045273,mRNA,NW_005054904.1:31613-43377,+,-,0,0,-3.321928095,0,0,0.927500309,1,no,0,0,0
7634,0,LOC102045288,mRNA,NW_005054314.1:5856607-5857742,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7644,0,LOC102045372,mRNA,NW_005054524.1:907252-914047,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7646,0,LOC102045385,mRNA,NW_005054302.1:7047985-7054735,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7651,0,LOC102045405,lnc_RNA,NW_005054341.1:524450-528953,+,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7653,0,LOC102045415,mRNA,NW_005054367.1:2039471-2083047,+,-,0,0,-3.321928095,0,0,0.822899988,1,no,0,0,0
7655,0,LOC102045430,mRNA,NW_005054504.1:260309-266256,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
7657,0,LOC102045436,mRNA,NW_005054610.1:292288-298829,-,-,0,0,-3.321928095,0,0,NA,NA,no,0,0,0
