Order,Page ,Date ,island,Location,Species,band,Recap,Colors,Sex,Plumage,CP/BP,Bill Length,Bill Depth,Bill Width,Tarsus,Wing Chord,Mass,Nest ID ,Parent,Blood,Plasma,Slide ,Sperm,Park Blood,Trizol Blood,Molt,POX,HCT 1 ,HCT 2 ,HMCT %,Notes
388,34,3/25/2016,santa cruz,Beach,FUL,SH848,0,,U,0,BP0/CP0,8.88,8,6.73,18.23,58.5,14,,0,1,1,1,0,1,0,1,I,,,,"molt: body, head, recovering pox lesion on toe"
389,34,3/25/2016,santa cruz,Beach,FUL,JP9116,1,,M,5,CP1,8.79,6.95,6.96,18.56,61.5,13.6,,0,0,0,0,0,0,0,1,U,,,,"molt: p7-9s, tail, body"
390,34,3/25/2016,santa cruz,Beach,CRA,SH1377,0,,U,,BP0/CP0,10.37,11.44,9.66,24.1,79.5,28.1,,0,1,1,1,0,1,0,1,R,,,,"potential recovering lesiosn on feet and tarsi, body molt"
391,34,3/25/2016,santa cruz,Beach,CRA,SH1376,0,,U,,BP0/CP0,9.99,11.02,9.13,26,78.5,26.5,,0,1,1,1,0,1,0,1,U,,,,molt: body and tail 
392,35,3/25/2016,santa cruz,Beach,CRA,SH1378,0,,U,,BP0/CP0,10.4,11.64,9.95,26.46,81,32.6,,0,1,1,1,0,1,0,1,U,,,,"molt: tail, head"
393,35,3/25/2016,santa cruz,Beach,GAMO,DC729,0,,U,,,14.35,,,34.45,107.5,47.9,,0,1,1,1,0,1,0,1,U,22.14,62.26,0.355605525,"territory unk, fledgling 2016"
394,35,3/26/2016,santa cruz,Gondor,FUL,SH849,0,,M,1,BP0/CP0,8.71,8.02,6.88,13.39,62.5,14.7,,0,1,1,0,0,1,0,1,R,,,,"pox recovering on tarsus, molt: s1r, p4-3L, body"
395,35,3/26/2016,santa cruz,Gondor,FOR,SH1379,0,,U,0,BP0/CP0,10.84,11.33,9.65,18.85,65,20.2,,0,1,1,1,0,1,0,1,R,,,,"molt: body, head, scaly left tarsus"
396,35,3/26/2016,santa cruz,Gondor,PAR,SH850,0,,U,,BP0/CP0,7.63,6.29,5.96,19.82,60,11.8,,0,1,1,1,0,1,0,1,R,,,,"molt: body, head, tail, missing nail"
397,35,3/26/2016,santa cruz,Gondor,PAR,SH851,0,,U,,BP0/CP0,7.85,6.76,6.08,18.96,64,12,,0,1,1,1,0,1,0,1,I,,,,"pox lesion foot/tarsus, molt: body, tail, head"
398,35,3/26/2016,santa cruz,Gondor,PAR,SH852,0,,M,,BP0/CP0,7.57,6.6,6.31,19.48,58.5,12.8,,0,1,1,1,0,1,0,1,R,,,,"molt: p1S, body, tail head, pox may be healed on tarsus"
399,35,3/26/2016,santa cruz,Gondor,PAR,KGSK066,0,,M,,,7.69,6.65,6.67,20.73,60,12.1,,0,1,1,0,0,0,0,0,R,,,,looks like healing pox lesion on foot
400,35,3/26/2016,santa cruz,Gondor,PAR,SH853,0,,U,,BP0/CP0,7.91,6.68,6.06,20,62.5,12.1,,0,1,1,1,0,1,0,1,R,,,,"missing nail, longish bill overhang, molt: body, tail "
401,35,3/26/2016,santa cruz,Gondor,PAR,SH854,0,,M,,BP0/CP0,7.08,7.43,6.08,19.27,65,11.9,,0,1,1,1,0,1,0,1,R,,,,"molt: tail, missing two nails"
402,35,3/26/2016,santa cruz,Gondor,PAR,SH855,0,,U,,BP0/CP0,7.86,6.35,6.05,20.06,58.5,12.6,,0,1,1,1,0,1,0,1,U,,,,"molt: tail, body, p1-2s, "
403,35,3/26/2016,santa cruz,Gondor,PAR,SH856,0,,U,,BP0/CP0,7.6,6.59,6.04,19.84,62.5,12.2,,0,1,1,1,0,1,0,1,I,,,,"missing nail, pox lesion on eye, crossbill, molt: body/tail"
404,36,3/26/2016,santa cruz,Gondor,FOR,KGSK2088,0,,U,0,,11.37,9.69,9.06,19.61,66,19.5,,0,1,1,1,0,1,0,0,R,,,,missing nail
405,36,3/26/2016,santa cruz,Gondor,FOR,SH1381,0,,U,0,BP0/CP0,11.72,11.37,8.81,18.8,65,17.1,.,0,1,1,1,0,1,0,1,R,,,,"missing toe and healed leasion on toe molt: head, body, p7-9, 3L, P9R, S3-4L"
406,36,3/26/2016,santa cruz,Gondor,FOR,KGSK2089,0,,U,0,BP0/CP0,11.19,9.34,8.78,20.59,64,17.9,,0,1,1,0,0,1,0,1,R,,,,"Missing hallux and nail, not molting"
407,36,3/26/2016,santa cruz,Gondor,PAR,SH860,0,,U,,BP0/CP0,7.97,6.81,6.08,19.99,62,12.1,,0,1,1,1,0,1,0,1,U,,,,no molt
408,36,3/26/2016,santa cruz,Gondor,PAR,SH862,0,,U,,BP0/CP0,7.45,6.68,6.41,20.52,62.5,11.6,,0,1,1,1,0,1,0,1,U,,,,no molt
409,36,3/26/2016,santa cruz,Gondor,PAR,SH863,0,,F,,BP5,7.68,7.05,5.78,19.44,59.5,12.2,,0,1,1,1,0,1,0,1,I,,,,"pox on foot, body molt"
410,36,3/28/2016,santa cruz,RIV,FUL,SH864,0,,U,0,BP0/CP0,8.41,7.37,6.69,19.93,66.5,15.7,,0,1,1,1,0,1,0,1,I,,,,"Lesion on tarsus, missing two nails, body molt "
411,36,3/28/2016,santa cruz,RIV,CRA,SH1384,0,,M,,CP2,11.13,11.05,9.87,26.98,82,31.7,,0,1,1,1,0,1,0,1,R,,,,"molt: p8-9L, P9L, body, tail head, recovering lesion foot "
412,36,3/28/2016,santa cruz,RIV,PAR,SH865,0,,U,,BP0/CP0,7.35,6.73,6.25,18.98,57,11.1,,0,1,1,0,0,1,0,1,R,,,,"enlarged naries, body, head, msising 2 toenails"
413,36,3/28/2016,santa cruz,RIV,CRA,SH1382,0,,U,,BP0/CP0,10.6,11.14,9.48,25.01,80,32,,0,0,0,0,0,0,0,1,U,,,,"molt: body, head"
414,36,3/28/2016,santa cruz,RIV,FOR,SH1383,0,,M,3,CP0,12.38,11.63,10.09,21.22,70.5,21.6,,0,0,0,0,0,0,0,1,U,,,,no molt
415,36,3/28/2016,santa cruz,RIV,FOR,SH1385,0,,M,2,CP1,13.57,13.66,10.68,21.36,72.5,25.8,,0,1,1,0,0,1,0,1,R,,,,"missing nail, molt: P8-9S, head"
416,37,3/26/2016,santa cruz,Gondor,PAR,SH857,0,,F,,BP1,7.25,6.71,6.46,20.01,63.5,12.8,,0,1,1,1,0,1,0,1,U,,,,no molt
417,37,3/26/2016,santa cruz,Gondor,GAMO,DC730,0,BkSGR,U,,BP0/CP0,14.77,,,34.72,104,47.2,,0,1,1,1,0,1,0,1,U,,,,"fledgling 2016, nest unk, nares normal"
418,37,3/26/2016,santa cruz,Gondor,PAR,KGSK072,0,,U,,,6.96,6.25,6.56,20.84,57,12,,0,1,1,0,0,0,0,1,U,,,,crossbill- measured by Team Pinzon
419,37,3/26/2016,santa cruz,Gondor,PAR,KGSK073,0,,U,,BP0/CP0,7.39,6.7,6.5,19.24,60,11.4,,0,1,1,1,0,1,0,1,U,,,,Measured KG
420,37,3/26/2016,santa cruz,Gondor,PAR,SH858,0,,U,,BP0/CP0,8.09,6.66,6.27,21.07,60.5,12,,0,1,1,1,0,1,0,1,I,,,,"Pox eye- inflamed, big lesion on toe, molt: head"
421,37,3/26/2016,santa cruz,Gondor,PAR,SH859,0,,M,,CP0,7.66,7.43,6.36,20.13,62,18.3,,0,1,1,1,0,1,0,1,I,,,,"Pox, swollen toe, molt: p1S, head, tail "
422,37,3/26/2016,santa cruz,Gondor,GAMO,DC731,0,RSBkBl,M,,BP0/CP0,14.16,,,37.8,106,53.7,,0,1,1,1,0,1,0,1,U,,,,"hole through nares, caught near 20, bill overhang chipped off molt: p7-9R, P9,7L, tail, body"
423,37,3/26/2016,santa cruz,Gondor,PAR,KGSK075,0,,U,,BP0/CP0,7.33,7.03,6.34,19.71,62,12.3,,0,1,1,1,0,1,0,1,U,,,,"Molt: P8-9S, s4-5S, head molt "
424,37,3/26/2016,santa cruz,Gondor,SCA,KGSK2085,0,,M,3,CP0,13.4,8.71,8.08,24.5,68,22,,0,1,1,0,0,0,0,1,U,,,,measured KG
425,37,3/26/2016,santa cruz,Gondor,GAMO,DC732,0,BlRSG,U,,BP0/CP0,15.35,,,34.93,106,42.2,,0,1,1,1,0,1,0,1,U,,,,"unk nest, fledgling 2016"
426,37,3/26/2016,santa cruz,Gondor,PAR,SH861,0,,F,,BP5,7.37,6.85,6.14,18.48,58,12.1,,0,1,1,1,0,1,0,1,U,,,,"sex uncertain, molt only on brood patch"
427,37,3/26/2016,santa cruz,Gondor,FOR,SH1380,0,,U,,BP0/CP0,11.08,11.44,9.96,19.48,68.5,23,,0,1,1,1,0,1,0,1,R,,,,"missing toenail, body and head molt"
428,38,3/28/2016,santa cruz,RIV,FUL,SH866,0,,M,3,CP0 ,8.29,7.98,6.77,19.07,63,14.5,,0,0,0,0,0,0,0,1,U,,,,"molt: head, p7L, S2-3L"
429,38,3/28/2016,santa cruz,RIV,CRA,SH1386,0,,U,,CP1,10.89,10.42,9.45,26.39,81,31.1,,0,1,1,1,0,0,0,1,U,,,,molt: body head tail
430,38,3/28/2016,santa cruz,RIV,FUL,SH867,0,,M,5,CP0,8.28,7.59,6.37,18.29,60.5,12.5,,0,0,0,0,0,1,0,1,U,,,,"molt: p9-8S, body, head"
431,38,3/28/2016,santa cruz,RIV,SCA,KGSK2102,0,,F,1,BP1,14.12,10.77,9.42,20.74,70,21.1,,0,1,1,0,0,1,0,1,U,,,,"Abnormally dark, molt: head, stomach"
432,38,3/28/2016,santa cruz,RIV,GAMO,DC444,1,OGBkS,M,,CP2,16.41,,,36.46,108,49.9,,1,1,1,0,0,1,0,1,U,,,,"motl: p6s, body, head tail"
433,38,3/28/2016,santa cruz,RIV,FOR,SH1410,0,,M,5,CP2,,,,,,23.2,,0,0,0,0,0,0,0,1,U,,,,molt: body and wing coverts 
434,38,3/28/2016,santa cruz,RIV,FOR,SH1387,0,,M,1,BP0/CP0,11.41,10.51,8.24,21.58,67,18.1,,0,1,1,1,0,1,0,1,R,,,,"missing nail, molt: p9s, body "
435,38,3/28/2016,santa cruz,RIV,SCA,SH1388,0,,M,1,CP0,12.47,9.24,7.89,18.92,65.5,19.5,,0,1,1,1,0,1,0,1,U,,,,"molt: body, head, p6s,"
436,38,3/28/2016,santa cruz,RIV,FOR,SH1389,0,,U,0,BP0/CP0,12.11,11.86,9.75,19.6,67,19.9,,0,0,0,0,0,0,0,1,U,,,,"molt: wing, body"
437,38,3/28/2016,santa cruz,RIV,FUL,SH868,0,,M,4,CP1,8.78,7.4,6.79,18.35,60.5,13.8,,0,1,1,1,0,1,0,1,I,,,,"molt: 7-9S, body, missing 2 nails, active lesion "
438,38,3/28/2016,santa cruz,RIV,SCA,SH1390,0,,M,3,CP1,14.38,8.79,8.38,20.36,71.5,21.2,,0,1,1,0,0,1,0,1,U,,,,"molt: body, p9s, p5L"
439,39,3/29/2016,santa fe,SANTA FE ,FUL,SH1000,0,,M,3,,8.57,7.28,5.95,18.16,62,13.2,,0,1,1,0,0,0,0,1,U,,,,molting
440,39,3/29/2016,santa fe,SANTA FE ,SCA,SH1391,0,,F,0,BP5,13.12,8.93,7.85,20.11,64,18.2,,0,1,1,1,0,0,0,1,U,,,,not molting
441,39,3/29/2016,santa fe,SANTA FE ,FUL,SH869,0,,U,0,,8.34,6.93,6.42,17.76,55.5,12.6,,0,1,1,1,0,0,0,1,U,,,,molting
442,39,3/29/2016,santa fe,SANTA FE ,FUL,SH872,0,,M,3,CP0,8.4,7.28,6.67,18.81,61,13.2,,0,1,1,1,0,0,0,1,I,,,,"Missing nail, looks recently healed, molitng"
443,39,3/29/2016,santa fe,SANTA FE ,FUL,SH871,0,,M,5,CP1,8.39,7.64,6.6,19,63.5,14.5,,0,1,1,1,0,0,0,1,U,,,,
444,39,3/29/2016,santa fe,SANTA FE ,FUL,SH870,0,,U,0,,7.7,7.28,6.74,18.82,59.5,12.6,,0,1,1,1,0,0,0,1,U,,,,not molting
445,39,3/29/2016,santa fe,SANTA FE ,GAMO,DC735,0,,U,,CP0/BP0,18.79,,,30.71,100,38.9,,0,1,1,1,0,0,0,1,U,,,,molting
446,39,3/29/2016,santa fe,SANTA FE ,GAMO,DC734,0,,U,,,19.2,,,34.43,110.5,45.1,,0,1,1,1,0,0,0,1,U,23.6,54.42,0.433664094,"molt: body, p8s-tail"
447,39,3/29/2016,santa fe,SANTA FE ,GAMO,DC733,0,,U,,CP0/BP0,20.55,,,32.88,99.5,38,,0,1,1,1,0,0,0,1,U,25.83,59.55,0.433753149,"molt: p6-7s,body,tail"
448,39,3/29/2016,santa fe,SANTA FE ,FUL,SH873,0,,U,0,,9.13,6.92,6.51,18.6,60.5,12.8,,0,1,1,1,0,0,0,1,U,,,,molting
449,39,3/29/2016,santa fe,SANTA FE ,GAMO,DC736,0,,U,,CP0/BP0,18.94,,,31.2,106,37.8,,0,1,1,1,0,0,0,1,U,24.86,56.85,0.437291117,"not molting, hole in septum, enlarged nares"
450,39,3/29/2016,santa fe,SANTA FE ,FOR,SH1392,0,,M,1,CP0,12.05,11.05,8.73,20.47,68.5,19.4,,0,1,1,1,0,0,0,1,U,,,,body molt
451,40,3/29/2016,santa fe,SANTA FE ,FUL,SH874,0,,U,0,CP0/BP0,8.2,6.94,6.31,18.2,61.5,12.4,,0,1,1,1,0,0,0,1,U,,,,"Molt: p5R, p4,6L, body, "
452,40,3/29/2016,santa fe,SANTA FE ,GAMO,DC737,0,,M,,CP1,19.08,,,32.51,102.5,42.3,,0,1,1,1,0,0,0,1,U,27.03,57.76,0.467970914,"molt: body, p9-6S, body, nares may be enlarged"
453,40,3/29/2016,santa fe,SANTA FE ,FUL,SH875,0,,M,5,CP0,9.41,7.01,6.92,21,62,11.9,,0,0,0,0,0,0,0,1,U,,,,"no blood taken, body molt"
454,40,3/29/2016,santa fe,SANTA FE ,FUL,SH876,0,,F,0,CP0/BP0,8.71,6.65,6.64,18.23,61,13.3,,0,1,1,0,0,0,0,1,U,,,,no molt
455,40,3/29/2016,santa fe,SANTA FE ,FUL,SH877,0,,U,0,CP0/BP0,8.17,6.59,6.39,18.8,58,12.8,,0,1,1,0,0,0,0,0,U,,,,"fledling, nares not enlarged"
456,40,3/29/2016,santa fe,SANTA FE ,SCA,SH1393,0,,U,0,CP0/BP0,13.23,7.62,7.98,19.77,66,17.3,,0,1,1,0,0,0,0,0,U,,,,juvenile
457,40,3/29/2016,santa fe,SANTA FE ,FUL,SH878,0,,M,1-2,,9.61,6.86,6.81,19.44,63,13.7,,0,1,1,1,0,0,0,0,U,,,,
458,40,3/29/2016,santa fe,SANTA FE ,FUL,SH884,0,,M,3,CP0,8.57,7.08,6.59,17.87,60.5,13.3,,0,1,1,0,0,0,0,0,U,,,,"molt: p1s, body"
459,40,3/29/2016,santa fe,SANTA FE ,GAMO,DC738,0,,U,,CP0/BP0,18.54,,,33.54,103,41.3,,0,1,1,1,0,0,0,1,U,22.59,58.49,0.386219867,"molt: body, tail, p7s,"
460,40,3/29/2016,santa fe,SANTA FE ,SCA,SH1394,0,,F,0,BP0,12.79,8.37,8.14,20.78,64,19.5,,0,1,1,1,0,0,0,1,U,,,,"kipps: 8, S1=51, molt: p7R, p6L, body"
461,40,3/29/2016,santa fe,SANTA FE ,GAMO,DC739,0,,M,,CP1,18.46,,,34.49,105,45.3,,0,1,1,1,0,0,0,1,U,22.84,55.24,0.413468501,"molt: tail, body, p5-6S, p5R, enlarged nares but not dramatically so"
462,40,3/29/2016,santa fe,SANTA FE ,FUL,SH891,0,,M,1,CP0,8.5,6.54,6.17,19.29,61,13.3,,0,1,1,1,0,0,0,1,U,,,,"molt: body, tail, p1-3R,p4L"
463,40,3/29/2016,santa fe,SANTA FE ,FUL,SH892,0,,F,0,BP0,8.6,6.5,6.6,18.33,60,13.9,,0,1,1,1,0,0,0,1,U,,,,"Molt: head, body, tail, p1-3, 8L, P1-3R"
464,40,3/29/2016,santa fe,SANTA FE ,FUL,SH893,0,,U,0,BP0/CP0,9.02,6.83,6.7,17.66,62,12.9,,0,1,1,0,0,0,0,1,U,,,,"molt: p1-3L, p1R"
465,40,3/29/2016,santa fe,SANTA FE ,FUL,SH894,0,,M,3,,9.43,7.57,6.92,19.11,63,12.1,,0,1,1,0,0,0,0,1,U,,,,molt: body
466,40,3/29/2016,santa fe,SANTA FE ,GAMO,DC740,0,,U,,BP0/CP0,18.33,,,33.68,109.5,44.8,,0,1,1,1,0,0,0,1,U,20.67,49.57,0.41698608,"molt: S1s, body, head, tail, p9-10L, p7-8R"
467,40,3/29/2016,santa fe,SANTA FE ,FOR,SH1396,0,,M,3,CP0,12.54,10.77,9.13,21.38,69.5,21.6,,0,1,1,0,0,0,0,1,U,,,,"molt: wing, body, head, tail"
468,40,3/29/2016,santa fe,SANTA FE ,FUL,SH879,0,,F,0,,8.18,7.59,6.59,19.4,61.5,14,,0,1,1,0,0,0,0,1,U,,,,"molt: body, tail, wing"
469,40,3/29/2016,santa fe,SANTA FE ,FUL,SH882,0,,F,0,,8.61,6.78,6.74,17.64,63,13.7,,0,1,1,0,0,0,0,1,U,,,,molt: body 
470,40,3/29/2016,santa fe,SANTA FE ,GAMO,DC741,0,,F,,BP0/CP0,17.78,,,30.65,100.5,37.7,,0,1,1,1,0,0,0,1,U,18.87,48.68,0.387633525,"hole through septum, tail, body molt"
471,40,3/29/2016,santa fe,SANTA FE ,FUL,SH887,0,,M,3,CP2,8.82,7.42,6.79,19.89,64,14.1,,0,1,1,0,0,0,0,1,U,,,,"molt: wing, body, head"
472,41,3/31/2016,santa cruz,Station,SCA,SH1397,0,,M,1,CP1,13.85,9.17,8.28,19.35,69.50,21.2,,0,1,1,0,0,0,0,1,U,,,,molting
473,41,3/31/2016,santa cruz,Station,CRA,SH1398,0,,M,0,CP1,10.77,11.90,9.39,25.25,78,32.4,,0,1,1,0,0,0,0,0,R,,,,
474,41,3/31/2016,santa cruz,Station,FUL,UM174,1,,M,3,CP0,10.94,11.82,9.23,19.89,71.5,21.4,,0,0,0,0,0,1,0,0,R,,,,"F1A, P6-7S, cuerpo y cola"
475,42,3/31/2016,santa cruz,Station,CRA,SH1399,0,,U,0,CPO/BP0,10.63,11.67,9.81,20.19,82.5,34.2,,0,1,1,0,0,,0,1,R,,,,"recent pox infection, swollen toe"
476,42,3/31/2016,santa cruz,Station,PAR,SH883,0,,M,,CP1,7.34,6.97,5.96,18.69,60.0,11.5,,0,1,1,0,0,0,0,,R,,,,"molt, body"
477,42,3/31/2016,santa cruz,Station,FUL,SH885,0,,M,5,CP0,8.20,7.21,6.03,19.78,61,9.9,,0,0,0,0,0,0,0,1,U,,,,"measured by JY, molt: P9-8R, P9L, S4-5, slight crossbill FTA"
478,42,3/31/2016,santa cruz,Station,CRA,SH1512,0,,M,,CP2,10.82,12.30,10.30,27.33,83.5,21.3,,0,0,0,0,0,0,0,1,R,,,,"missing nail, molt: s4L, head, FTA"
479,42,3/31/2016,santa cruz,Station,CRA,SH1513,0,,M,,CP2,10.59,10.85,9.30,24.79,76,18.5,,0,0,0,0,0,0,0,1,U,,,,"measure AS, molt: tail, FTA"
480,42,3/31/2016,santa cruz,Station,FUL,SH880,0,,M,2,CP0,7.95,7.44,8.56,18.67,60,9.1,,0,0,0,0,0,0,0,1,I,,,,"Pox — swollen toe, S4-5S, FTA, measured JY"
481,42,3/31/2016,santa cruz,Station,FUL,SH889,0,,M,1,CP1,8.41,9.05,7.26,19.18,65,10.3,,0,0,0,0,0,0,0,,R,,,,"molt: 59S, body, tail, S4S, scaly tarsus, measured AS"
482,42,3/31/2016,santa cruz,Station,FOR,SH1515,0,,M,5,CP5,12.66,11.62,9.12,22.56,72,13.7,,0,0,0,0,0,0,0,0,R,,,,no molt
483,42,3/31/2016,santa cruz,Station,CRA,SH1514,0,,M,,CP1,10.93,11.57,9.96,26.12,82,20.8,,0,0,0,0,0,0,0,0,U,,,,"molt: tertiaries, body, tail; measured AS"
484,42,3/31/2016,santa cruz,Station,PAR,SH888,0,,U,,CP0/BP0,7.71,6.77,6.31,19.44,57.5,7.8,,0,1,1,1,0,1,0,1,R,,,,"might have cp1, missing part of toe, molt: tail, body; measured AS"
485,42,3/31/2016,santa cruz,Station,CRA,SH1517,0,,U,,CP0,10.34,10.58,9.37,26.34,79,20.7,,0,0,0,0,0,0,0,1,U,,,,"no molt, measured JY"
486,42,3/31/2016,santa cruz,Station,CRA,SH1516,0,,M,,CP2,10.53,11.72,9.64,26.96,80.5,20.3,,0,0,0,0,0,0,0,1,U,,,,"maybe R pox, some head molt, measured AS"
487,43,3/31/2016,santa cruz,Station,CRA,SH1519,0,,U,,CP0/BP0,9.77,10.65,9.03,28.00,85,19.9,,0,1,1,1,0,1,0,1,I,,,,"swollen/active lesion on toe, not molting, measured JY"
488,43,3/31/2016,santa cruz,Station,FOR,SH1520,0,,M,2,CP0,12.20,12.82,10.80,22.05,73,14.5,,0,0,0,0,0,0,0,1,R,,,,"missing nail, molt: S2-3L, body, P7R, S4R; measured AS"
489,43,3/31/2016,santa cruz,Station,FUL,SH895,0,,U,0,CP0/BP0,7.81,8.01,6.63,17.57,60,8.2,,0,0,0,0,0,0,0,0,U,,,,"fledgling, measured AS"
490,43,3/31/2016,santa cruz,Station,FOR,SH1518,0,,U,0,CP0/BP0,10.74,11.25,9.70,21.65,69,19.0,,0,0,0,0,0,0,0,1,U,,,,"no molt, measured JY"
491,43,3/31/2016,santa cruz,Station,FOR,SH1521,0,,M,3,CP1,11.99,11.62,9.28,19.85,68.5,13.0,,0,0,0,0,0,0,0,1,U,,,,"molt: S3-4S, T2S, body, head; measured AS"
492,43,3/31/2016,santa cruz,Station,GAMO,DC742,0,,U,,CP0/BP0,15.70,,,32.20,95,27.3,,0,1,1,1,0,1,0,1,U,,,,"molt: P3-5S; seems young, mass questionable"
493,44,4/4/2016,seymore,NORTH SEYMORE ,SCA,SH1522,0,,U,0,CP0/BP0,12.72,8.22,7.45,22.17,64,12.1,,0,1,1,0,0,0,0,1,I,,,,"molt: tail, pox on foot"
494,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH999,0,,U,0,CP0/BP0,8.34,7.48,6.37,17.74,62.5,8.4,,0,1,1,1,0,0,0,1,U,,,,"looks like juvenile, (HY) no molt, slight gape"
495,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH998,0,,M,2,CP0/BP0,8.61,7.29,6.79,17.24,63.5,14.9,,0,1,1,1,0,0,0,1,U,,,,"molt: p7-8R, p4-5R"
496,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH996,0,,U,0,CP0/BP0,9.17,7.72,6.77,18.59,60.5,14,,0,1,1,0,0,0,0,1,U,,,,no molt
497,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH997,0,,U,0,CP0/BP0,8.31,7.27,7,21.37,61.5,14.8,,0,1,1,0,0,0,0,1,U,,,,no molt
498,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH995,0,,U,0,CP0/BP0,7.91,6.74,6.51,19.64,59.5,13.8,,0,1,1,0,0,0,0,1,U,,,,juvie (HY) plumage
499,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH994,0,,U,0,CP0/BP0,9.09,7.31,6.94,21.32,61.5,13.6,,0,1,1,0,0,0,0,1,R,,,,"enlarged nares, no molt, healed lesion (?) probable on foot/tarsus, gape, slight crossbill"
500,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH897,0,,M,2,CP0/BP0,8.78,7.49,6.8,18.82,62,14.3,,0,1,1,1,0,0,0,1,U,,,,"molt; tail, lice eggs on head"
501,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH898,0,,U,0,CP0/BP0,8.3,7.45,6.43,17.98,60,12.5,,0,1,1,1,0,1,0,1,U,,,,no molt
502,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH899,0,,M,2,CP0/BP0,9.09,7.63,6.85,18.92,64,15.9,,0,1,1,0,0,0,0,1,U,,,,molt: p9r
503,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH900,0,,U,0,CP0/BP0,8.13,7.04,6.6,17.91,60,14,,0,1,1,1,0,1,0,1,U,,,,"molt: body, coverts, head, "
504,44,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH993,0,,F,0,BP1,8.64,7.2,6.86,18.93,59,12.7,,0,1,1,0,0,0,0,1,U,,,,"molt: body, head"
505,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH992,0,,M,5,CP0,8.83,7.96,6.93,20.62,64,17.2,,0,1,1,0,0,0,0,1,U,,,,molt: tail-body
506,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH901,0,,U,0,,7.98,6.88,6.48,17.67,56.5,12.3,,0,1,1,0,0,1,0,1,U,,,,juvie (HY) plumage
507,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH902,0,,U,0,CP0/BP0,8.12,6.9,6.37,18.85,63.5,15.5,,0,1,1,1,0,1,0,1,R,,,,"enlarged nares, body molt, missing nail"
508,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH903,0,,U,0,,8.33,7.24,6.41,18.3,62,13,,0,1,1,0,0,0,0,1,R,,,,"missing nail, molt: p7s, died in hand"
509,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH904,0,,M,1,,8.28,7.26,6.65,18.32,55.5,12.9,,0,1,1,0,0,0,0,1,U,,,,"not molting, died in hand"
510,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH905,0,,F,0,BP5,8.63,6.96,6.66,20.03,58,12.9,,0,1,1,0,0,1,0,1,U,,,,molt: head/body
511,45,4/4/2016,seymore,NORTH SEYMORE ,SCA,SH1523,0,,U,0,CP0/BP0,12.99,8.08,8.48,20.22,66,19,,0,1,1,0,0,1,0,1,U,,,,"molt; head, slight gape"
512,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH906,0,,F,0,BP5,8.47,7.2,6.84,19.44,60.5,14.2,,0,1,1,0,0,1,0,1,U,,,,no molt
513,45,4/4/2016,seymore,NORTH SEYMORE ,FOR,SH1524,0,,M,0,CP0/BP0,11.23,12.11,10.01,21.4,71,21.2,,0,1,1,0,0,1,0,1,U,,,,some tail molt
514,45,4/4/2016,seymore,NORTH SEYMORE ,FUL,SH907,0,,U,0,CP0/BP0,8.47,7.6,6.7,19.55,61,12.7,,0,1,1,0,0,1,0,1,U,,,,no molt
515,46,4/7/2016,esp,Espanola-Gardner Bay,HOMO,DC743,0,,M,,CP0/BP0,23.62,,,37.84,122,61.6,,0,1,1,1,0,1,0,1,U,,,,"naries slightly enlarged, tail molt and secondaries"
516,46,4/7/2016,esp,Espanola-Gardner Bay,HOMO,DC744,0,,F,,CP0/BP0,22.78,,,34.41,112,59,,0,1,1,1,0,1,0,1,U,,,,"hole through septum, molt: body, tail, head"
517,46,4/7/2016,esp,Espanola-Gardner Bay,HOMO,DC745,0,,M,,CP0/BP0,24.57,,,36.88,122.5,69.7,,0,1,1,1,0,1,0,1,U,,,,"molt:S4L, S2-4R, body, tail"
518,46,4/7/2016,esp,Espanola-Gardner Bay,HOMO,DC746,0,,M,,CP1,23.32,,,39.57,124.5,69.6,,0,1,1,1,0,1,0,1,U,,,,"naries normal. Molt: P10-9S, body, tail"
519,46,4/7/2016,esp,Espanola-Gardner Bay,HOMO,DC747,0,,M,,CP0/BP0,23.55,,,38.09,124,72.3,,0,1,1,1,0,1,0,1,U,,,,"molt: P10S, secondaries, tail, body"
520,46,4/7/2016,esp,Espanola-Gardner Bay,OLI,SH908,0,,M,,CP2,8.27,3.91,4.5,18.65,52,9.9,,0,1,1,0,0,1,0,1,U,,,,enlarged naries. Body molt
